"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"00","SUCCESS","06","06","824.19","00.5","824.69","00","824.19","2472.57","07.88"
"01","SUCCESS","04","04","556.63","00.5","557.13","00","556.63","1669.88","21.18"
"02","SUCCESS","06","06","861.14","824.69","1685.82","824.19","1685.32","2583.41","02.39"
"03","SUCCESS","05","05","999.95","00.5","1000.45","00","999.95","2999.84","03.38"
"04","SUCCESS","03","03","283.57","00.5","284.07","00","283.57","850.72","01.22"
"05","SUCCESS","02","02","656.51","00.5","657.01","00","656.51","1969.52","01.52"
"06","SUCCESS","02","02","247.04","657.01","904.05","656.51","903.55","741.11","06.81"
"07","SUCCESS","03","03","684.24","284.07","968.31","283.57","967.81","2052.73","01.66"
"08","SUCCESS","05","05","682.9","1000.45","1683.35","999.95","1682.85","2048.7","02.24"
"09","SUCCESS","05","05","616.64","1683.35","2299.99","1682.85","2299.49","1849.92","01.76"
"10","SUCCESS","02","02","475.27","904.05","1379.31","903.55","1378.81","1425.8","01.42"
"11","SUCCESS","04","04","456.78","557.13","1013.91","556.63","1013.41","1370.34","02.55"
"12","SUCCESS","04","04","359.57","1013.91","1373.48","1013.41","1372.98","1078.72","00.82"
"13","SUCCESS","05","05","562.91","2299.99","2862.89","2299.49","2862.39","1688.72","01.79"
"14","SUCCESS","06","06","438.03","1685.82","2123.86","1685.32","2123.36","1314.1","01.31"
"15","SUCCESS","04","04","617.35","1373.48","1990.83","1372.98","1990.33","1852.04","01.87"
"16","SUCCESS","03","03","685.82","968.31","1654.14","967.81","1653.64","2057.47","01.68"
"17","SUCCESS","04","04","405.69","1990.83","2396.51","1990.33","2396.01","1217.06","15.46"
"18","SUCCESS","03","03","771.1","1654.14","2425.23","1653.64","2424.73","2313.29","03.4"
"19","SUCCESS","02","02","540.91","1379.31","1920.22","1378.81","1919.72","1622.72","01.29"
"Makespan using QLearning:","2396.547637535252"
"Total Completion Time:","29995.250000000004"
"Avg Completion Time:","1499.7625000000003"
"Total Cost:","35178.66"
"Avg Cost:","1758.9330000000002"
"Avg Waiting Time:","913.452"
