"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"04","SUCCESS","02","02","187.69","11","198.69","00","187.69","563.06","00.68"
"03","SUCCESS","07","07","515.25","11","526.25","00","515.25","1545.74","07.93"
"09","SUCCESS","09","09","515.94","11","526.94","00","515.94","1547.82","01.69"
"26","SUCCESS","05","05","520.58","11","531.58","00","520.58","1561.73","03.06"
"24","SUCCESS","10","10","571.83","11","582.83","00","571.83","1715.49","09.05"
"02","SUCCESS","04","04","648.74","11","659.74","00","648.74","1946.22","01.39"
"07","SUCCESS","11","11","669.3","11","680.3","00","669.3","2007.91","01.73"
"01","SUCCESS","08","08","669.85","11","680.85","00","669.85","2009.54","02.52"
"10","SUCCESS","06","06","710.7","11","721.7","00","710.7","2132.1","01.82"
"16","SUCCESS","02","02","726.26","198.69","924.95","187.69","913.95","2178.8","02.7"
"12","SUCCESS","06","06","241.66","721.7","963.37","710.7","952.37","724.99","00.63"
"25","SUCCESS","09","09","523.8","526.94","1050.74","515.94","1039.74","1571.41","03.95"
"27","SUCCESS","04","04","396.87","659.74","1056.61","648.74","1045.61","1190.61","03.03"
"00","SUCCESS","03","03","1059.09","11","1070.09","00","1059.09","3177.27","12.96"
"43","SUCCESS","10","10","491.75","582.83","1074.58","571.83","1063.58","1475.25","00.97"
"06","SUCCESS","08","08","399.96","680.85","1080.81","669.85","1069.81","1199.89","01.64"
"05","SUCCESS","07","07","597.4","526.25","1123.65","515.25","1112.65","1792.19","02.43"
"58","SUCCESS","05","05","603.06","531.58","1134.64","520.58","1123.64","1809.19","01.71"
"49","SUCCESS","10","10","161.62","1074.58","1236.2","1063.58","1225.2","484.85","15.95"
"18","SUCCESS","11","11","619.27","680.3","1299.58","669.3","1288.58","1857.82","01.83"
"33","SUCCESS","04","04","262.91","1056.61","1319.53","1045.61","1308.53","788.74","00.56"
"64","SUCCESS","10","10","234.14","1236.2","1470.34","1225.2","1459.34","702.43","03.8"
"17","SUCCESS","06","06","543.18","963.37","1506.55","952.37","1495.55","1629.55","04.82"
"11","SUCCESS","03","03","510.41","1070.09","1580.5","1059.09","1569.5","1531.23","01.38"
"29","SUCCESS","02","02","661.26","924.95","1586.22","913.95","1575.22","1983.79","01.72"
"30","SUCCESS","09","09","550.12","1050.74","1600.86","1039.74","1589.86","1650.36","02.14"
"22","SUCCESS","07","07","502.49","1123.65","1626.13","1112.65","1615.13","1507.46","01.31"
"36","SUCCESS","06","06","218.67","1506.55","1725.22","1495.55","1714.22","656.02","01.72"
"08","SUCCESS","08","08","645.03","1080.81","1725.84","1069.81","1714.84","1935.1","02.46"
"34","SUCCESS","04","04","524.72","1319.53","1844.25","1308.53","1833.25","1574.16","01.2"
"72","SUCCESS","05","05","723.1","1134.64","1857.74","1123.64","1846.74","2169.3","02.03"
"23","SUCCESS","07","07","510.43","1626.13","2136.56","1615.13","2125.56","1531.28","01.13"
"67","SUCCESS","09","09","607.51","1600.86","2208.38","1589.86","2197.38","1822.53","01.48"
"35","SUCCESS","11","11","919.83","1299.58","2219.41","1288.58","2208.41","2759.49","35.11"
"47","SUCCESS","06","06","512.51","1725.22","2237.73","1714.22","2226.73","1537.53","01.03"
"48","SUCCESS","02","02","717.82","1586.22","2304.03","1575.22","2293.03","2153.46","01.79"
"13","SUCCESS","03","03","731.49","1580.5","2311.99","1569.5","2300.99","2194.48","01.53"
"74","SUCCESS","10","10","972.14","1470.34","2442.48","1459.34","2431.48","2916.43","02.24"
"57","SUCCESS","02","02","145.63","2304.03","2449.66","2293.03","2438.66","436.88","00.31"
"68","SUCCESS","09","09","282.53","2208.38","2490.9","2197.38","2479.9","847.58","00.57"
"28","SUCCESS","07","07","451.42","2136.56","2587.98","2125.56","2576.98","1354.26","01.06"
"101","SUCCESS","05","05","737.22","1857.74","2594.96","1846.74","2583.96","2211.67","01.67"
"53","SUCCESS","04","04","775.59","1844.25","2619.83","1833.25","2608.83","2326.76","03.02"
"80","SUCCESS","09","09","178.36","2490.9","2669.27","2479.9","2658.27","535.09","02.42"
"14","SUCCESS","08","08","955.35","1725.84","2681.19","1714.84","2670.19","2866.04","02.36"
"42","SUCCESS","11","11","481.54","2219.41","2700.94","2208.41","2689.94","1444.61","00.95"
"116","SUCCESS","05","05","202.83","2594.96","2797.79","2583.96","2786.79","608.49","00.41"
"15","SUCCESS","03","03","499.02","2311.99","2811.01","2300.99","2800.01","1497.06","01.27"
"60","SUCCESS","06","06","582.27","2237.73","2820","2226.73","2809","1746.8","14.71"
"129","SUCCESS","05","05","121.87","2797.79","2919.66","2786.79","2908.66","365.6","00.6"
"130","SUCCESS","05","05","72.29","2919.66","2991.95","2908.66","2980.95","216.88","00.22"
"62","SUCCESS","06","06","290.78","2820","3110.78","2809","3099.78","872.34","00.58"
"61","SUCCESS","02","02","770.06","2449.66","3219.72","2438.66","3208.72","2310.18","15.81"
"31","SUCCESS","07","07","708.83","2587.98","3296.81","2576.98","3285.81","2126.49","01.83"
"83","SUCCESS","10","10","1005.7","2442.48","3448.19","2431.48","3437.19","3017.11","03.05"
"19","SUCCESS","08","08","804.34","2681.19","3485.53","2670.19","3474.53","2413.01","11.78"
"46","SUCCESS","11","11","882.8","2700.94","3583.75","2689.94","3572.75","2648.41","05.35"
"32","SUCCESS","03","03","789.81","2811.01","3600.82","2800.01","3589.82","2369.43","05.05"
"54","SUCCESS","04","04","1004.07","2619.83","3623.9","2608.83","3612.9","3012.21","03.21"
"102","SUCCESS","09","09","1031.63","2669.27","3700.9","2658.27","3689.9","3094.89","02.44"
"63","SUCCESS","02","02","536.27","3219.72","3755.99","3208.72","3744.99","1608.82","01.72"
"77","SUCCESS","06","06","668.28","3110.78","3779.06","3099.78","3768.06","2004.85","07.92"
"136","SUCCESS","05","05","884.68","2991.95","3876.64","2980.95","3865.64","2654.05","01.85"
"107","SUCCESS","10","10","461.27","3448.19","3909.45","3437.19","3898.45","1383.8","01.24"
"113","SUCCESS","09","09","251.57","3700.9","3952.47","3689.9","3941.47","754.71","00.84"
"44","SUCCESS","07","07","674.28","3296.81","3971.09","3285.81","3960.09","2022.85","07.36"
"38","SUCCESS","03","03","461.32","3600.82","4062.14","3589.82","4051.14","1383.96","01.65"
"115","SUCCESS","09","09","322.38","3952.47","4274.85","3941.47","4263.85","967.14","00.68"
"142","SUCCESS","05","05","415.63","3876.64","4292.27","3865.64","4281.27","1246.9","01.14"
"52","SUCCESS","11","11","820.61","3583.75","4404.36","3572.75","4393.36","2461.82","01.98"
"45","SUCCESS","07","07","542.24","3971.09","4513.33","3960.09","4502.33","1626.73","10.71"
"20","SUCCESS","08","08","1029.45","3485.53","4514.98","3474.53","4503.98","3088.35","05.57"
"56","SUCCESS","04","04","926.82","3623.9","4550.72","3612.9","4539.72","2780.47","03.2"
"66","SUCCESS","02","02","805.58","3755.99","4561.57","3744.99","4550.57","2416.75","01.84"
"84","SUCCESS","06","06","857.55","3779.06","4636.62","3768.06","4625.62","2572.66","02.48"
"109","SUCCESS","10","10","841.37","3909.45","4750.82","3898.45","4739.82","2524.1","06.17"
