"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"02","SUCCESS","02","02","431.48","00.1","431.58","00","431.48","1294.45","04.7"
"00","SUCCESS","03","03","684.73","00.1","684.83","00","684.73","2054.19","02.56"
"03","SUCCESS","02","02","542.84","431.58","974.43","431.48","974.33","1628.53","04.76"
"01","SUCCESS","03","03","595.19","684.83","1280.02","684.73","1279.92","1785.56","02.7"
"04","SUCCESS","02","02","1007.66","974.43","1982.09","974.33","1981.99","3022.99","02.38"
"06","SUCCESS","03","03","1008.13","1280.02","2288.15","1279.92","2288.05","3024.4","02.96"
"05","SUCCESS","02","02","742.27","1982.09","2724.37","1981.99","2724.27","2226.82","02.24"
"07","SUCCESS","02","02","96.05","2724.37","2820.41","2724.27","2820.31","288.14","02.59"
"10","SUCCESS","03","03","591.76","2288.15","2879.91","2288.05","2879.81","1775.27","11.38"
"08","SUCCESS","02","02","441.56","2820.41","3261.97","2820.31","3261.87","1324.67","17.4"
"11","SUCCESS","03","03","520.67","2879.91","3400.58","2879.81","3400.48","1562","01.54"
"09","SUCCESS","02","02","441.58","3261.97","3703.56","3261.87","3703.46","1324.75","07.93"
"12","SUCCESS","03","03","509.75","3400.58","3910.33","3400.48","3910.23","1529.25","03.61"
"16","SUCCESS","02","02","555.76","3703.56","4259.32","3703.46","4259.22","1667.28","05.11"
"13","SUCCESS","03","03","699.68","3910.33","4610.01","3910.23","4609.91","2099.04","07.67"
"14","SUCCESS","03","03","534.05","4610.01","5144.06","4609.91","5143.96","1602.16","02.74"
"18","SUCCESS","02","02","990.3","4259.32","5249.62","4259.22","5249.52","2970.91","18.63"
"15","SUCCESS","03","03","437.24","5144.06","5581.3","5143.96","5581.2","1311.73","01.4"
"19","SUCCESS","02","02","659.54","5249.62","5909.15","5249.52","5909.05","1978.61","01.41"
"17","SUCCESS","03","03","877.54","5581.3","6458.84","5581.2","6458.74","2632.62","19.93"
"24","SUCCESS","02","02","780.46","5909.15","6689.61","5909.05","6689.51","2341.37","02.15"
"25","SUCCESS","02","02","384.01","6689.61","7073.62","6689.51","7073.52","1152.03","01.12"
"20","SUCCESS","03","03","852.7","6458.84","7311.55","6458.74","7311.45","2558.11","01.81"
"29","SUCCESS","02","02","847.1","7073.62","7920.73","7073.52","7920.63","2541.31","02.64"
