"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"00","SUCCESS","02","02","365.14","00.2","365.34","00","365.14","1095.43","03.98"
"02","SUCCESS","03","03","714.26","00.2","714.46","00","714.26","2142.79","02.67"
"01","SUCCESS","02","02","903.96","365.34","1269.31","365.14","1269.11","2711.89","07.93"
"03","SUCCESS","03","03","765.39","714.46","1479.86","714.26","1479.66","2296.18","03.47"
"04","SUCCESS","02","02","1007.66","1269.31","2276.97","1269.11","2276.77","3022.99","02.38"
"05","SUCCESS","03","03","871.62","1479.86","2351.47","1479.66","2351.27","2614.85","02.56"
"07","SUCCESS","02","02","96.05","2276.97","2373.02","2276.77","2372.82","288.14","00.29"
"08","SUCCESS","02","02","441.56","2373.02","2814.58","2372.82","2814.38","1324.67","11.89"
"10","SUCCESS","02","02","419.6","2814.58","3234.17","2814.38","3233.97","1258.79","01.05"
"06","SUCCESS","03","03","1008.13","2351.47","3359.61","2351.27","3359.41","3024.4","07.99"
"11","SUCCESS","02","02","180.03","3234.17","3414.21","3233.97","3414.01","540.1","01.02"
"09","SUCCESS","03","03","357.14","3359.61","3716.74","3359.41","3716.55","1071.42","01.05"
"12","SUCCESS","02","02","615.97","3414.21","4030.18","3414.01","4029.98","1847.92","02.88"
"15","SUCCESS","02","02","145.31","4030.18","4175.5","4029.98","4175.3","435.94","01.34"
"13","SUCCESS","03","03","699.68","3716.74","4416.43","3716.55","4416.23","2099.04","07.67"
"16","SUCCESS","02","02","555.76","4175.5","4731.26","4175.3","4731.06","1667.28","04.54"
"14","SUCCESS","03","03","534.05","4416.43","4950.48","4416.23","4950.28","1602.16","01.13"
"17","SUCCESS","02","02","522.72","4731.26","5253.98","4731.06","5253.78","1568.16","03.38"
"18","SUCCESS","03","03","631.85","4950.48","5582.33","4950.28","5582.13","1895.55","01.29"
"19","SUCCESS","02","02","659.54","5253.98","5913.51","5253.78","5913.31","1978.61","01.5"
"23","SUCCESS","03","03","682.79","5582.33","6265.12","5582.13","6264.92","2048.36","01.81"
"20","SUCCESS","02","02","529.38","5913.51","6442.89","5913.31","6442.69","1588.12","01.54"
"21","SUCCESS","02","02","547.28","6442.89","6990.17","6442.69","6989.97","1641.85","02.05"
"26","SUCCESS","03","03","787.76","6265.12","7052.88","6264.92","7052.68","2363.29","05.67"
"22","SUCCESS","02","02","401.29","6990.17","7391.46","6989.97","7391.26","1203.87","02.13"
"27","SUCCESS","03","03","411.24","7052.88","7464.12","7052.68","7463.92","1233.72","02.82"
"28","SUCCESS","03","03","151.54","7464.12","7615.66","7463.92","7615.46","454.62","00.33"
"29","SUCCESS","03","03","362.51","7615.66","7978.17","7615.46","7977.97","1087.52","01.29"
"24","SUCCESS","02","02","780.46","7391.46","8171.92","7391.26","8171.72","2341.37","02.58"
"25","SUCCESS","02","02","384.01","8171.92","8555.93","8171.72","8555.73","1152.03","00.78"
"30","SUCCESS","03","03","630.46","7978.17","8608.63","7977.97","8608.43","1891.37","01.66"
"32","SUCCESS","02","02","1000.66","8555.93","9556.59","8555.73","9556.39","3001.97","04.66"
"31","SUCCESS","03","03","1033.48","8608.63","9642.11","8608.43","9641.91","3100.44","06.36"
"33","SUCCESS","03","03","559.49","9642.11","10201.6","9641.91","10201.4","1678.47","02.68"
"34","SUCCESS","02","02","758.46","9556.59","10315.04","9556.39","10314.84","2275.38","01.94"
"35","SUCCESS","03","03","823.51","10201.6","11025.1","10201.4","11024.9","2470.52","01.89"
"37","SUCCESS","02","02","747.94","10315.04","11062.99","10314.84","11062.79","2243.83","56.77"
"38","SUCCESS","02","02","206.2","11062.99","11269.19","11062.79","11268.99","618.59","00.45"
"40","SUCCESS","02","02","280.36","11269.19","11549.55","11268.99","11549.35","841.09","03.51"
"36","SUCCESS","03","03","738.91","11025.1","11764.02","11024.9","11763.82","2216.74","02.54"
"42","SUCCESS","02","02","523.2","11549.55","12072.75","11549.35","12072.55","1569.6","03.31"
"39","SUCCESS","03","03","654.41","11764.02","12418.42","11763.82","12418.22","1963.22","01.44"
"45","SUCCESS","02","02","393.86","12072.75","12466.61","12072.55","12466.41","1181.57","00.85"
"41","SUCCESS","03","03","718.77","12418.42","13137.19","12418.22","13136.99","2156.3","03.26"
"46","SUCCESS","02","02","892.39","12466.61","13359","12466.41","13358.8","2677.18","20.53"
