"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"268","SUCCESS","126","126","71","220","291","00","71","01","01","01","01","01","01"
"583","SUCCESS","110","110","148","220","368","00","148","01","01","01","01","01","01"
"446","SUCCESS","89","89","160","220","380","00","160","01","01","01","01","01","01"
"403","SUCCESS","67","67","208","220","428","00","208","01","01","01","01","01","01"
"56","SUCCESS","194","194","211","220","431","00","211","01","01","01","01","01","01"
"62","SUCCESS","140","140","219","220","439","00","219","01","01","01","01","01","01"
"01","SUCCESS","164","164","223","220","443","00","223","01","01","01","01","01","01"
"253","SUCCESS","167","167","228","220","448","00","228","01","01","01","01","01","01"
"227","SUCCESS","191","191","232","220","452","00","232","01","01","01","01","01","01"
"96","SUCCESS","142","142","238","220","458","00","238","01","01","01","01","01","01"
"277","SUCCESS","162","162","245","220","465","00","245","01","01","01","01","01","01"
"594","SUCCESS","73","73","248","220","468","00","248","01","01","01","01","01","01"
"211","SUCCESS","179","179","251","220","471","00","251","01","01","01","01","01","01"
"218","SUCCESS","70","70","258","220","478","00","258","01","01","01","01","01","01"
"133","SUCCESS","08","08","263","220","483","00","263","01","01","01","01","01","01"
"162","SUCCESS","55","55","273","220","493","00","273","01","01","01","01","01","01"
"142","SUCCESS","165","165","277","220","497","00","277","01","01","01","01","01","01"
"137","SUCCESS","138","138","281","220","501","00","281","01","01","01","01","01","01"
"47","SUCCESS","108","108","295","220","515","00","295","01","01","01","01","01","01"
"303","SUCCESS","59","59","307","220","527","00","307","01","01","01","01","01","01"
"309","SUCCESS","99","99","319","220","539","00","319","01","01","01","01","01","01"
"76","SUCCESS","11","11","320","220","540","00","320","01","01","01","01","01","01"
"71","SUCCESS","164","164","101","443","544","223","324","01","01","01","01","01","01"
"249","SUCCESS","121","121","328","220","548","00","328","01","01","01","01","01","01"
"30","SUCCESS","166","166","334","220","554","00","334","01","01","01","01","01","01"
"399","SUCCESS","51","51","337","220","557","00","337","01","01","01","01","01","01"
"84","SUCCESS","128","128","347","220","567","00","347","01","01","01","01","01","01"
"166","SUCCESS","197","197","352","220","572","00","352","01","01","01","01","01","01"
"193","SUCCESS","111","111","354","220","574","00","354","01","01","01","01","01","01"
"539","SUCCESS","138","138","75","501","576","281","356","01","01","01","01","01","01"
"178","SUCCESS","83","83","358","220","578","00","358","01","01","01","01","01","01"
"60","SUCCESS","97","97","360","220","580","00","360","01","01","01","01","01","01"
"362","SUCCESS","139","139","368","220","588","00","368","01","01","01","01","01","01"
"573","SUCCESS","116","116","369","220","589","00","369","01","01","01","01","01","01"
"222","SUCCESS","57","57","388","220","608","00","388","01","01","01","01","01","01"
"171","SUCCESS","196","196","388","220","608","00","388","01","01","01","01","01","01"
"39","SUCCESS","156","156","390","220","610","00","390","01","01","01","01","01","01"
"391","SUCCESS","91","91","394","220","614","00","394","01","01","01","01","01","01"
"508","SUCCESS","89","89","243","380","623","160","403","01","01","01","01","01","01"
"53","SUCCESS","177","177","404","220","624","00","404","01","01","01","01","01","01"
"153","SUCCESS","120","120","408","220","628","00","408","01","01","01","01","01","01"
"73","SUCCESS","40","40","411","220","631","00","411","01","01","01","01","01","01"
"90","SUCCESS","141","141","413","220","633","00","413","01","01","01","01","01","01"
"425","SUCCESS","49","49","416","220","636","00","416","01","01","01","01","01","01"
"254","SUCCESS","172","172","419","220","639","00","419","01","01","01","01","01","01"
"29","SUCCESS","98","98","424","220","644","00","424","01","01","01","01","01","01"
"168","SUCCESS","155","155","427","220","647","00","427","01","01","01","01","01","01"
"571","SUCCESS","127","127","430","220","650","00","430","01","01","01","01","01","01"
"174","SUCCESS","151","151","435","220","655","00","435","01","01","01","01","01","01"
"111","SUCCESS","30","30","442","220","662","00","442","01","01","01","01","01","01"
"107","SUCCESS","93","93","447","220","667","00","447","01","01","01","01","01","01"
"64","SUCCESS","183","183","453","220","673","00","453","01","01","01","01","01","01"
"36","SUCCESS","62","62","456","220","676","00","456","01","01","01","01","01","01"
"72","SUCCESS","175","175","459","220","679","00","459","01","01","01","01","01","01"
"44","SUCCESS","39","39","461","220","681","00","461","01","01","01","01","01","01"
"105","SUCCESS","112","112","466","220","686","00","466","01","01","01","01","01","01"
"568","SUCCESS","187","187","468","220","688","00","468","01","01","01","01","01","01"
"182","SUCCESS","134","134","471","220","691","00","471","01","01","01","01","01","01"
"95","SUCCESS","123","123","477","220","697","00","477","01","01","01","01","01","01"
"134","SUCCESS","200","200","480","220","700","00","480","01","01","01","01","01","01"
"28","SUCCESS","95","95","484","220","704","00","484","01","01","01","01","01","01"
"103","SUCCESS","185","185","484","220","704","00","484","01","01","01","01","01","01"
"24","SUCCESS","26","26","492","220","712","00","492","01","01","01","01","01","01"
"229","SUCCESS","133","133","493","220","713","00","493","01","01","01","01","01","01"
"272","SUCCESS","74","74","495","220","715","00","495","01","01","01","01","01","01"
"130","SUCCESS","82","82","499","220","719","00","499","01","01","01","01","01","01"
