"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"454","SUCCESS","75","75","68","00.1","68.1","00","68","01","01","01","01","01","01"
"46","SUCCESS","99","99","83","00.1","83.1","00","83","01","01","01","01","01","01"
"14","SUCCESS","78","78","159","00.1","159.1","00","159","01","01","01","01","01","01"
"81","SUCCESS","45","45","228","00.1","228.1","00","228","01","01","01","01","01","01"
"219","SUCCESS","95","95","250","00.1","250.1","00","250","01","01","01","01","01","01"
"52","SUCCESS","71","71","252","00.1","252.1","00","252","01","01","01","01","01","01"
"28","SUCCESS","74","74","259","00.1","259.1","00","259","01","01","01","01","01","01"
"99","SUCCESS","65","65","267","00.1","267.1","00","267","01","01","01","01","01","01"
"136","SUCCESS","59","59","276","00.1","276.1","00","276","01","01","01","01","01","01"
"32","SUCCESS","79","79","283","00.1","283.1","00","283","01","01","01","01","01","01"
"173","SUCCESS","66","66","284","00.1","284.1","00","284","01","01","01","01","01","01"
"55","SUCCESS","100","100","288","00.1","288.1","00","288","01","01","01","01","01","01"
"39","SUCCESS","20","20","306","00.1","306.1","00","306","01","01","01","01","01","01"
"157","SUCCESS","52","52","309","00.1","309.1","00","309","01","01","01","01","01","01"
"211","SUCCESS","70","70","347","00.1","347.1","00","347","01","01","01","01","01","01"
"27","SUCCESS","22","22","353","00.1","353.1","00","353","01","01","01","01","01","01"
"465","SUCCESS","75","75","289","68.1","357.1","68","357","01","01","01","01","01","01"
"114","SUCCESS","72","72","370","00.1","370.1","00","370","01","01","01","01","01","01"
"171","SUCCESS","42","42","377","00.1","377.1","00","377","01","01","01","01","01","01"
"76","SUCCESS","35","35","388","00.1","388.1","00","388","01","01","01","01","01","01"
"66","SUCCESS","56","56","394","00.1","394.1","00","394","01","01","01","01","01","01"
"16","SUCCESS","53","53","395","00.1","395.1","00","395","01","01","01","01","01","01"
"20","SUCCESS","89","89","403","00.1","403.1","00","403","01","01","01","01","01","01"
"105","SUCCESS","93","93","405","00.1","405.1","00","405","01","01","01","01","01","01"
"123","SUCCESS","34","34","410","00.1","410.1","00","410","01","01","01","01","01","01"
"170","SUCCESS","71","71","161","252.1","413.1","252","413","01","01","01","01","01","01"
"103","SUCCESS","91","91","413","00.1","413.1","00","413","01","01","01","01","01","01"
"00","SUCCESS","96","96","429","00.1","429.1","00","429","01","01","01","01","01","01"
"241","SUCCESS","81","81","460","00.1","460.1","00","460","01","01","01","01","01","01"
"45","SUCCESS","14","14","464","00.1","464.1","00","464","01","01","01","01","01","01"
"44","SUCCESS","40","40","482","00.1","482.1","00","482","01","01","01","01","01","01"
"36","SUCCESS","87","87","486","00.1","486.1","00","486","01","01","01","01","01","01"
"15","SUCCESS","94","94","496","00.1","496.1","00","496","01","01","01","01","01","01"
"01","SUCCESS","90","90","505","00.1","505.1","00","505","01","01","01","01","01","01"
"60","SUCCESS","48","48","512","00.1","512.1","00","512","01","01","01","01","01","01"
"162","SUCCESS","83","83","520","00.1","520.1","00","520","01","01","01","01","01","01"
"03","SUCCESS","60","60","538","00.1","538.1","00","538","01","01","01","01","01","01"
"83","SUCCESS","73","73","551","00.1","551.1","00","551","01","01","01","01","01","01"
"18","SUCCESS","62","62","558","00.1","558.1","00","558","01","01","01","01","01","01"
"106","SUCCESS","24","24","561","00.1","561.1","00","561","01","01","01","01","01","01"
"68","SUCCESS","27","27","582","00.1","582.1","00","582","01","01","01","01","01","01"
"121","SUCCESS","86","86","584","00.1","584.1","00","584","01","01","01","01","01","01"
"67","SUCCESS","23","23","598","00.1","598.1","00","598","01","01","01","01","01","01"
"149","SUCCESS","44","44","601","00.1","601.1","00","601","01","01","01","01","01","01"
"212","SUCCESS","36","36","611","00.1","611.1","00","611","01","01","01","01","01","01"
"145","SUCCESS","67","67","613","00.1","613.1","00","613","01","01","01","01","01","01"
"24","SUCCESS","57","57","614","00.1","614.1","00","614","01","01","01","01","01","01"
"49","SUCCESS","38","38","615","00.1","615.1","00","615","01","01","01","01","01","01"
"280","SUCCESS","30","30","616","00.1","616.1","00","616","01","01","01","01","01","01"
"319","SUCCESS","88","88","621","00.1","621.1","00","621","01","01","01","01","01","01"
