"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"06","SUCCESS","06","06","185.97","22","207.97","00","185.97","557.91","00.38"
"25","SUCCESS","13","13","304.73","22","326.73","00","304.73","914.18","06.86"
"11","SUCCESS","21","21","363.77","22","385.77","00","363.77","1091.31","01.03"
"09","SUCCESS","09","09","397.78","22","419.78","00","397.78","1193.35","02.59"
"05","SUCCESS","14","14","398.41","22","420.41","00","398.41","1195.23","01.48"
"26","SUCCESS","05","05","477.46","22","499.46","00","477.46","1432.38","01.84"
"141","SUCCESS","07","07","495.2","22","517.2","00","495.2","1485.59","03.79"
"32","SUCCESS","16","16","505.99","22","527.99","00","505.99","1517.96","42.32"
"01","SUCCESS","02","02","508.26","22","530.26","00","508.26","1524.78","02.26"
"20","SUCCESS","06","06","340.03","207.97","548","185.97","526","1020.1","05.2"
"02","SUCCESS","15","15","543.42","22","565.42","00","543.42","1630.26","09.14"
"30","SUCCESS","17","17","562.1","22","584.1","00","562.1","1686.3","01.58"
"07","SUCCESS","11","11","565.79","22","587.79","00","565.79","1697.37","18.34"
"08","SUCCESS","19","19","581.98","22","603.98","00","581.98","1745.94","01.95"
"15","SUCCESS","02","02","97.26","530.26","627.52","508.26","605.52","291.78","01.6"
"14","SUCCESS","12","12","626.86","22","648.86","00","626.86","1880.57","01.23"
"21","SUCCESS","18","18","696.28","22","718.28","00","696.28","2088.83","01.66"
"17","SUCCESS","09","09","338.01","419.78","757.79","397.78","735.79","1014.02","00.97"
"53","SUCCESS","05","05","335.08","499.46","834.54","477.46","812.54","1005.24","00.84"
"88","SUCCESS","08","08","862.16","22","884.16","00","862.16","2586.49","07.7"
"12","SUCCESS","14","14","491.95","420.41","912.37","398.41","890.37","1475.86","03.15"
"18","SUCCESS","11","11","339.79","587.79","927.58","565.79","905.58","1019.38","02.36"
"03","SUCCESS","20","20","914.41","22","936.41","00","914.41","2743.24","02.07"
"33","SUCCESS","03","03","942.73","22","964.73","00","942.73","2828.2","02.22"
"23","SUCCESS","12","12","338.22","648.86","987.08","626.86","965.08","1014.65","03.82"
"04","SUCCESS","15","15","443.95","565.42","1009.37","543.42","987.37","1331.85","03.42"
"00","SUCCESS","10","10","1004.3","22","1026.3","00","1004.3","3012.9","05.33"
"13","SUCCESS","21","21","695.82","385.77","1081.59","363.77","1059.59","2087.45","01.41"
"108","SUCCESS","04","04","1069.36","22","1091.36","00","1069.36","3208.08","03.35"
"24","SUCCESS","06","06","616.19","548","1164.2","526","1142.2","1848.58","02.75"
"72","SUCCESS","13","13","852.18","326.73","1178.9","304.73","1156.9","2556.53","01.95"
"56","SUCCESS","17","17","597.11","584.1","1181.21","562.1","1159.21","1791.34","01.85"
"38","SUCCESS","03","03","301.75","964.73","1266.48","942.73","1244.48","905.26","00.94"
"27","SUCCESS","02","02","655.46","627.52","1282.98","605.52","1260.98","1966.39","01.48"
"19","SUCCESS","19","19","682.13","603.98","1286.11","581.98","1264.11","2046.38","01.51"
"34","SUCCESS","09","09","540.58","757.79","1298.37","735.79","1276.37","1621.74","01.25"
"39","SUCCESS","16","16","802.43","527.99","1330.42","505.99","1308.42","2407.3","18.27"
"22","SUCCESS","18","18","652.7","718.28","1370.97","696.28","1348.97","1958.09","01.58"
"193","SUCCESS","07","07","990.11","517.2","1507.31","495.2","1485.31","2970.34","02.51"
"97","SUCCESS","08","08","669.68","884.16","1553.84","862.16","1531.84","2009.04","02.65"
"63","SUCCESS","05","05","740.22","834.54","1574.76","812.54","1552.76","2220.65","03.2"
"16","SUCCESS","14","14","690.24","912.37","1602.61","890.37","1580.61","2070.72","02.45"
"48","SUCCESS","21","21","548.42","1081.59","1630.01","1059.59","1608.01","1645.25","01.65"
"68","SUCCESS","06","06","503.49","1164.2","1667.69","1142.2","1645.69","1510.47","01.77"
"10","SUCCESS","10","10","642.62","1026.3","1668.92","1004.3","1646.92","1927.85","10.77"
"31","SUCCESS","02","02","397.25","1282.98","1680.23","1260.98","1658.23","1191.74","00.9"
"29","SUCCESS","15","15","672.81","1009.37","1682.18","987.37","1660.18","2018.42","01.74"
"43","SUCCESS","20","20","752.57","936.41","1688.98","914.41","1666.98","2257.7","01.7"
"47","SUCCESS","09","09","392.83","1298.37","1691.2","1276.37","1669.2","1178.48","01.08"
"66","SUCCESS","17","17","536.9","1181.21","1718.11","1159.21","1696.11","1610.69","02.38"
"130","SUCCESS","04","04","649.03","1091.36","1740.39","1069.36","1718.39","1947.09","01.95"
"36","SUCCESS","11","11","896.85","927.58","1824.44","905.58","1802.44","2690.56","02.77"
"50","SUCCESS","19","19","567.42","1286.11","1853.53","1264.11","1831.53","1702.27","02.36"
"45","SUCCESS","03","03","594.32","1266.48","1860.8","1244.48","1838.8","1782.95","05"
"46","SUCCESS","12","12","941.84","987.08","1928.91","965.08","1906.91","2825.51","05.09"
"28","SUCCESS","18","18","560.13","1370.97","1931.1","1348.97","1909.1","1680.38","02.1"
"98","SUCCESS","08","08","388.78","1553.84","1942.62","1531.84","1920.62","1166.34","01.62"
"40","SUCCESS","16","16","688","1330.42","2018.43","1308.42","1996.43","2064.01","01.73"
"89","SUCCESS","13","13","855.43","1178.9","2034.33","1156.9","2012.33","2566.29","25.58"
"76","SUCCESS","17","17","332.53","1718.11","2050.64","1696.11","2028.64","997.6","02.24"
"59","SUCCESS","02","02","371.77","1680.23","2052","1658.23","2030","1115.32","00.88"
"49","SUCCESS","11","11","346.34","1824.44","2170.78","1802.44","2148.78","1039.02","02.88"
"127","SUCCESS","09","09","538.76","1691.2","2229.95","1669.2","2207.95","1616.27","06.02"
"78","SUCCESS","05","05","670.02","1574.76","2244.78","1552.76","2222.78","2010.07","01.99"
"69","SUCCESS","06","06","642.52","1667.69","2310.21","1645.69","2288.21","1927.56","02.65"
"35","SUCCESS","14","14","715.96","1602.61","2318.57","1580.61","2296.57","2147.88","03.71"
"107","SUCCESS","20","20","651.23","1688.98","2340.21","1666.98","2318.21","1953.69","08.04"
"55","SUCCESS","15","15","728.29","1682.18","2410.47","1660.18","2388.47","2184.88","02.93"
"52","SUCCESS","18","18","484.45","1931.1","2415.55","1909.1","2393.55","1453.34","03.24"
"112","SUCCESS","08","08","479.09","1942.62","2421.72","1920.62","2399.72","1437.28","01.99"
"136","SUCCESS","04","04","696.79","1740.39","2437.18","1718.39","2415.18","2090.36","01.39"
"93","SUCCESS","03","03","578.92","1860.8","2439.72","1838.8","2417.72","1736.75","03.2"
"84","SUCCESS","02","02","388.91","2052","2440.91","2030","2418.91","1166.73","00.93"
"57","SUCCESS","19","19","595.72","1853.53","2449.25","1831.53","2427.25","1787.15","02.84"
"65","SUCCESS","21","21","865.4","1630.01","2495.41","1608.01","2473.41","2596.21","04.92"
"42","SUCCESS","10","10","848.06","1668.92","2516.98","1646.92","2494.98","2544.17","02.46"
"44","SUCCESS","16","16","529.81","2018.43","2548.23","1996.43","2526.23","1589.42","02.31"
"77","SUCCESS","21","21","168.44","2495.41","2663.85","2473.41","2641.85","505.33","00.65"
"165","SUCCESS","17","17","655.93","2050.64","2706.57","2028.64","2684.57","1967.79","02.99"
"147","SUCCESS","04","04","277.68","2437.18","2714.86","2415.18","2692.86","833.04","00.58"
"90","SUCCESS","13","13","716.76","2034.33","2751.1","2012.33","2729.1","2150.29","06.05"
"61","SUCCESS","12","12","938.6","1928.91","2867.51","1906.91","2845.51","2815.81","42.76"
"82","SUCCESS","05","05","622.85","2244.78","2867.63","2222.78","2845.63","1868.54","03.04"
"37","SUCCESS","14","14","666.15","2318.57","2984.72","2296.57","2962.72","1998.46","02.84"
"110","SUCCESS","20","20","696.66","2340.21","3036.87","2318.21","3014.87","2089.99","02.2"
"79","SUCCESS","06","06","769.6","2310.21","3079.81","2288.21","3057.81","2308.8","01.57"
"87","SUCCESS","11","11","920.76","2170.78","3091.54","2148.78","3069.54","2762.28","01.98"
"111","SUCCESS","13","13","361.95","2751.1","3113.04","2729.1","3091.04","1085.84","00.95"
"95","SUCCESS","21","21","453.69","2663.85","3117.54","2641.85","3095.54","1361.07","03.88"
"100","SUCCESS","16","16","581.69","2548.23","3129.92","2526.23","3107.92","1745.06","03.53"
"183","SUCCESS","17","17","445.43","2706.57","3152","2684.57","3130","1336.29","00.93"
"101","SUCCESS","02","02","721.21","2440.91","3162.12","2418.91","3140.12","2163.63","10.24"
"54","SUCCESS","18","18","747.7","2415.55","3163.25","2393.55","3141.25","2243.09","01.52"
"189","SUCCESS","09","09","958.27","2229.95","3188.22","2207.95","3166.22","2874.82","02.89"
"81","SUCCESS","12","12","344.17","2867.51","3211.68","2845.51","3189.68","1032.51","01.69"
"157","SUCCESS","04","04","521.49","2714.86","3236.35","2692.86","3214.35","1564.47","05.59"
"58","SUCCESS","19","19","798.94","2449.25","3248.18","2427.25","3226.18","2396.81","24.94"
"41","SUCCESS","14","14","312","2984.72","3296.72","2962.72","3274.72","936","04.07"
"60","SUCCESS","15","15","887.38","2410.47","3297.86","2388.47","3275.86","2662.15","02.34"
"102","SUCCESS","03","03","869.85","2439.72","3309.57","2417.72","3287.57","2609.55","02.1"
"96","SUCCESS","06","06","247.19","3079.81","3326.99","3057.81","3304.99","741.57","00.78"
"168","SUCCESS","04","04","100.54","3236.35","3336.89","3214.35","3314.89","301.63","01.39"
"109","SUCCESS","21","21","229.4","3117.54","3346.94","3095.54","3324.94","688.21","00.65"
"70","SUCCESS","10","10","848.34","2516.98","3365.32","2494.98","3343.32","2545.02","04.19"
"118","SUCCESS","08","08","973.9","2421.72","3395.61","2399.72","3373.61","2921.7","02.88"
"163","SUCCESS","13","13","295.14","3113.04","3408.18","3091.04","3386.18","885.43","01.09"
