"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"02","SUCCESS","43","43","180.09","00.1","180.19","00","180.09","540.28","00.45"
"58","SUCCESS","02","02","208.91","00.1","209.01","00","208.91","626.74","00.5"
"105","SUCCESS","46","46","209.35","00.1","209.45","00","209.35","628.04","03.02"
"23","SUCCESS","35","35","219.11","00.1","219.21","00","219.11","657.32","04.95"
"32","SUCCESS","39","39","229.46","00.1","229.56","00","229.46","688.39","00.73"
"155","SUCCESS","47","47","245.66","00.1","245.76","00","245.66","737","01.81"
"70","SUCCESS","51","51","254.23","00.1","254.33","00","254.23","762.69","01.23"
"17","SUCCESS","18","18","275.78","00.1","275.88","00","275.78","827.33","00.72"
"34","SUCCESS","09","09","278.88","00.1","278.98","00","278.88","836.63","01.79"
"25","SUCCESS","31","31","292.28","00.1","292.38","00","292.28","876.85","00.94"
"21","SUCCESS","21","21","295.61","00.1","295.71","00","295.61","886.82","01.23"
"133","SUCCESS","36","36","300.43","00.1","300.53","00","300.43","901.28","01.12"
"20","SUCCESS","23","23","310.26","00.1","310.36","00","310.26","930.79","00.9"
"04","SUCCESS","44","44","371.53","00.1","371.63","00","371.53","1114.6","00.77"
"31","SUCCESS","23","23","101.71","310.36","412.07","310.26","411.97","305.12","03.42"
"96","SUCCESS","12","12","461.13","00.1","461.23","00","461.13","1383.38","04.97"
"95","SUCCESS","49","49","483.95","00.1","484.05","00","483.95","1451.84","01.72"
"55","SUCCESS","45","45","490.11","00.1","490.21","00","490.11","1470.32","02.78"
"35","SUCCESS","42","42","492.15","00.1","492.25","00","492.15","1476.46","05.58"
"01","SUCCESS","08","08","494.14","00.1","494.24","00","494.14","1482.42","01.04"
"44","SUCCESS","06","06","495.94","00.1","496.04","00","495.94","1487.83","01.11"
"09","SUCCESS","16","16","501.66","00.1","501.76","00","501.66","1504.99","05.59"
"106","SUCCESS","41","41","516.95","00.1","517.05","00","516.95","1550.84","07.93"
"38","SUCCESS","24","24","517.08","00.1","517.18","00","517.08","1551.25","02.01"
"147","SUCCESS","28","28","546.5","00.1","546.6","00","546.5","1639.5","28.87"
"16","SUCCESS","38","38","555.48","00.1","555.58","00","555.48","1666.43","01.57"
"111","SUCCESS","04","04","555.61","00.1","555.71","00","555.61","1666.84","01.45"
"79","SUCCESS","15","15","563.22","00.1","563.32","00","563.22","1689.66","23.01"
"64","SUCCESS","50","50","575.26","00.1","575.36","00","575.26","1725.78","01.37"
"00","SUCCESS","34","34","578.12","00.1","578.22","00","578.12","1734.36","01.3"
"66","SUCCESS","26","26","579.85","00.1","579.95","00","579.85","1739.54","33.52"
"87","SUCCESS","33","33","584.97","00.1","585.07","00","584.97","1754.9","02"
"137","SUCCESS","10","10","591.45","00.1","591.55","00","591.45","1774.35","01.41"
"71","SUCCESS","22","22","593.83","00.1","593.93","00","593.83","1781.5","01.61"
"39","SUCCESS","11","11","602","00.1","602.1","00","602","1805.99","06.97"
"24","SUCCESS","27","27","629.93","00.1","630.03","00","629.93","1889.78","01.78"
"11","SUCCESS","20","20","642.53","00.1","642.63","00","642.53","1927.59","01.82"
"63","SUCCESS","19","19","647.83","00.1","647.93","00","647.83","1943.49","04.12"
"33","SUCCESS","35","35","446.23","219.21","665.44","219.11","665.34","1338.69","01.28"
"104","SUCCESS","14","14","676.77","00.1","676.87","00","676.77","2030.31","04.41"
"88","SUCCESS","29","29","678.85","00.1","678.95","00","678.85","2036.54","05.36"
"03","SUCCESS","25","25","682.46","00.1","682.56","00","682.46","2047.37","01.71"
"08","SUCCESS","32","32","685.93","00.1","686.03","00","685.93","2057.8","02.01"
"05","SUCCESS","40","40","687.88","00.1","687.98","00","687.88","2063.64","01.96"
"52","SUCCESS","09","09","422.3","278.98","701.28","278.88","701.18","1266.91","24.01"
"13","SUCCESS","30","30","701.89","00.1","701.99","00","701.89","2105.66","03.42"
"101","SUCCESS","17","17","738.52","00.1","738.62","00","738.52","2215.57","01.54"
"19","SUCCESS","37","37","757.76","00.1","757.86","00","757.76","2273.28","01.63"
"57","SUCCESS","42","42","268.38","492.25","760.63","492.15","760.53","805.14","00.72"
"166","SUCCESS","28","28","237.15","546.6","783.75","546.5","783.65","711.46","03.97"
"100","SUCCESS","26","26","231.74","579.95","811.68","579.85","811.58","695.21","07.3"
"194","SUCCESS","41","41","304.6","517.05","821.65","516.95","821.55","913.8","01.21"
"37","SUCCESS","13","13","825.43","00.1","825.53","00","825.43","2476.28","15.02"
"15","SUCCESS","48","48","830.07","00.1","830.17","00","830.07","2490.22","11.29"
"177","SUCCESS","47","47","592.23","245.76","838","245.66","837.9","1776.69","01.33"
"22","SUCCESS","18","18","572.66","275.88","848.54","275.78","848.44","1717.98","01.79"
"99","SUCCESS","51","51","596.87","254.33","851.2","254.23","851.1","1790.6","01.17"
"167","SUCCESS","39","39","626.69","229.56","856.25","229.46","856.15","1880.06","01.29"
"42","SUCCESS","31","31","584.56","292.38","876.95","292.28","876.85","1753.69","27.87"
"150","SUCCESS","36","36","613.01","300.53","913.54","300.43","913.44","1839.04","03.33"
"160","SUCCESS","23","23","533.56","412.07","945.63","411.97","945.53","1600.67","02.02"
"41","SUCCESS","11","11","356.25","602.1","958.34","602","958.24","1068.74","00.84"
"76","SUCCESS","05","05","968.73","00.1","968.83","00","968.73","2906.19","02.71"
"117","SUCCESS","24","24","456.34","517.18","973.53","517.08","973.43","1369.03","04.63"
"56","SUCCESS","21","21","681.4","295.71","977.11","295.61","977.01","2044.21","01.38"
"82","SUCCESS","08","08","491.5","494.24","985.74","494.14","985.64","1474.51","13.84"
"07","SUCCESS","43","43","837.27","180.19","1017.46","180.09","1017.36","2511.8","07.6"
"36","SUCCESS","18","18","198.61","848.54","1047.14","848.44","1047.04","595.82","00.39"
"169","SUCCESS","04","04","505.31","555.71","1061.02","555.61","1060.92","1515.94","08.9"
"130","SUCCESS","12","12","607.25","461.23","1068.48","461.13","1068.38","1821.76","06.24"
"10","SUCCESS","03","03","1078","00.1","1078.1","00","1078","3234","02.42"
"176","SUCCESS","49","49","603.86","484.05","1087.9","483.95","1087.8","1811.57","03.2"
"136","SUCCESS","46","46","892.19","209.45","1101.63","209.35","1101.53","2676.56","02.13"
"26","SUCCESS","30","30","434.55","701.99","1136.54","701.89","1136.43","1303.64","05.44"
"54","SUCCESS","09","09","448.4","701.28","1149.68","701.18","1149.58","1345.2","01.02"
"86","SUCCESS","48","48","362.66","830.17","1192.83","830.07","1192.73","1087.97","00.79"
"118","SUCCESS","15","15","632.22","563.32","1195.54","563.22","1195.44","1896.67","14.61"
"14","SUCCESS","20","20","581.42","642.63","1224.05","642.53","1223.95","1744.27","01.86"
"138","SUCCESS","10","10","635.94","591.55","1227.49","591.45","1227.39","1907.82","02.05"
"06","SUCCESS","40","40","557.74","687.98","1245.72","687.88","1245.62","1673.23","01.31"
"98","SUCCESS","19","19","625.1","647.93","1273.03","647.83","1272.93","1875.3","02.47"
"84","SUCCESS","06","06","779.16","496.04","1275.21","495.94","1275.11","2337.49","01.59"
"60","SUCCESS","44","44","951.85","371.63","1323.49","371.53","1323.39","2855.56","12.59"
"62","SUCCESS","32","32","653.61","686.03","1339.64","685.93","1339.54","1960.83","04.64"
"131","SUCCESS","11","11","386.14","958.34","1344.48","958.24","1344.38","1158.43","01.88"
"61","SUCCESS","03","03","279.79","1078.1","1357.89","1078","1357.79","839.38","00.59"
"187","SUCCESS","39","39","531.85","856.25","1388.1","856.15","1388","1595.55","01.88"
"172","SUCCESS","42","42","631.65","760.63","1392.29","760.53","1392.19","1894.96","02.84"
"18","SUCCESS","16","16","905","501.76","1406.76","501.66","1406.66","2715","03.59"
"43","SUCCESS","34","34","839.85","578.22","1418.07","578.12","1417.97","2519.54","02.95"
"109","SUCCESS","14","14","760.94","676.87","1437.81","676.77","1437.71","2282.83","02.46"
"90","SUCCESS","44","44","117.33","1323.49","1440.81","1323.39","1440.71","351.98","00.31"
