"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"162","SUCCESS","88","88","60","20","80","00","60","01","01","01","01","01","01"
"55","SUCCESS","123","123","72","20","92","00","72","01","01","01","01","01","01"
"70","SUCCESS","90","90","84","20","104","00","84","01","01","01","01","01","01"
"23","SUCCESS","39","39","105","20","125","00","105","01","01","01","01","01","01"
"111","SUCCESS","178","178","158","20","178","00","158","01","01","01","01","01","01"
"62","SUCCESS","74","74","159","20","179","00","159","01","01","01","01","01","01"
"156","SUCCESS","37","37","166","20","186","00","166","01","01","01","01","01","01"
"25","SUCCESS","75","75","208","20","228","00","208","01","01","01","01","01","01"
"92","SUCCESS","19","19","212","20","232","00","212","01","01","01","01","01","01"
"27","SUCCESS","69","69","242","20","262","00","242","01","01","01","01","01","01"
"176","SUCCESS","60","60","245","20","265","00","245","01","01","01","01","01","01"
"171","SUCCESS","99","99","248","20","268","00","248","01","01","01","01","01","01"
"08","SUCCESS","149","149","251","20","271","00","251","01","01","01","01","01","01"
"00","SUCCESS","28","28","252","20","272","00","252","01","01","01","01","01","01"
"51","SUCCESS","97","97","261","20","281","00","261","01","01","01","01","01","01"
"107","SUCCESS","47","47","277","20","297","00","277","01","01","01","01","01","01"
"189","SUCCESS","109","109","298","20","318","00","298","01","01","01","01","01","01"
"42","SUCCESS","100","100","306","20","326","00","306","01","01","01","01","01","01"
"173","SUCCESS","189","189","310","20","330","00","310","01","01","01","01","01","01"
"64","SUCCESS","59","59","326","20","346","00","326","01","01","01","01","01","01"
"88","SUCCESS","158","158","327","20","347","00","327","01","01","01","01","01","01"
"06","SUCCESS","150","150","339","20","359","00","339","01","01","01","01","01","01"
"39","SUCCESS","196","196","362","20","382","00","362","01","01","01","01","01","01"
"102","SUCCESS","85","85","365","20","385","00","365","01","01","01","01","01","01"
"12","SUCCESS","168","168","380","20","400","00","380","01","01","01","01","01","01"
"90","SUCCESS","128","128","383","20","403","00","383","01","01","01","01","01","01"
"98","SUCCESS","156","156","384","20","404","00","384","01","01","01","01","01","01"
"150","SUCCESS","50","50","387","20","407","00","387","01","01","01","01","01","01"
"161","SUCCESS","90","90","305","104","409","84","389","01","01","01","01","01","01"
"142","SUCCESS","200","200","390","20","410","00","390","01","01","01","01","01","01"
"130","SUCCESS","183","183","395","20","415","00","395","01","01","01","01","01","01"
"19","SUCCESS","28","28","144","272","416","252","396","01","01","01","01","01","01"
"74","SUCCESS","42","42","397","20","417","00","397","01","01","01","01","01","01"
