"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"12","SUCCESS","06","06","249","01","250","00","249","01","01","01","01","01","01"
"00","SUCCESS","03","03","310","01","311","00","310","01","01","01","01","01","01"
"09","SUCCESS","05","05","392","01","393","00","392","01","01","01","01","01","01"
"02","SUCCESS","08","08","451","01","452","00","451","01","01","01","01","01","01"
"10","SUCCESS","09","09","459","01","460","00","459","01","01","01","01","01","01"
"01","SUCCESS","04","04","464","01","465","00","464","01","01","01","01","01","01"
"21","SUCCESS","10","10","569","01","570","00","569","01","01","01","01","01","01"
"13","SUCCESS","05","05","255","393","648","392","647","01","01","01","01","01","01"
"17","SUCCESS","07","07","680","01","681","00","680","01","01","01","01","01","01"
"04","SUCCESS","11","11","702","01","703","00","702","01","01","01","01","01","01"
"05","SUCCESS","04","04","374","465","839","464","838","01","01","01","01","01","01"
"16","SUCCESS","11","11","185","703","888","702","887","01","01","01","01","01","01"
"03","SUCCESS","08","08","584","452","1036","451","1035","01","01","01","01","01","01"
"27","SUCCESS","06","06","814","250","1064","249","1063","01","01","01","01","01","01"
"11","SUCCESS","03","03","815","311","1126","310","1125","01","01","01","01","01","01"
"31","SUCCESS","11","11","336","888","1224","887","1223","01","01","01","01","01","01"
"14","SUCCESS","09","09","814","460","1274","459","1273","01","01","01","01","01","01"
"25","SUCCESS","05","05","640","648","1288","647","1287","01","01","01","01","01","01"
"33","SUCCESS","10","10","804","570","1374","569","1373","01","01","01","01","01","01"
"15","SUCCESS","02","02","1380","01","1381","00","1380","01","01","01","01","01","01"
"34","SUCCESS","07","07","702","681","1383","680","1382","01","01","01","01","01","01"
"06","SUCCESS","04","04","709","839","1548","838","1547","01","01","01","01","01","01"
"39","SUCCESS","11","11","397","1224","1621","1223","1620","01","01","01","01","01","01"
"18","SUCCESS","09","09","352","1274","1626","1273","1625","01","01","01","01","01","01"
"08","SUCCESS","08","08","776","1036","1812","1035","1811","01","01","01","01","01","01"
"19","SUCCESS","03","03","721","1126","1847","1125","1846","01","01","01","01","01","01"
"44","SUCCESS","06","06","834","1064","1898","1063","1897","01","01","01","01","01","01"
"07","SUCCESS","04","04","432","1548","1980","1547","1979","01","01","01","01","01","01"
"43","SUCCESS","10","10","746","1374","2120","1373","2119","01","01","01","01","01","01"
"47","Failure","09","09","628","1626","2254","1625","2253","01","01","01","01","01","01"
"26","Failure","05","05","1024","1288","2312","1287","2311","01","01","01","01","01","01"
"37","Failure","07","07","937","1383","2320","1382","2319","01","01","01","01","01","01"
"49","Failure","06","06","499","1898","2397","1897","2396","01","01","01","01","01","01"
"20","Failure","04","04","592","1980","2572","1979","2571","01","01","01","01","01","01"
"42","Failure","02","02","1354","1381","2735","1380","2734","01","01","01","01","01","01"
"23","Failure","03","03","895","1847","2742","1846","2741","01","01","01","01","01","01"
"46","Failure","08","08","941","1812","2753","1811","2752","01","01","01","01","01","01"
"24","Failure","03","03","263","2742","3005","2741","3004","01","01","01","01","01","01"
"48","Failure","08","08","272","2753","3025","2752","3024","01","01","01","01","01","01"
"45","Failure","02","02","357","2735","3092","2734","3091","01","01","01","01","01","01"
"28","Failure","05","05","834","2312","3146","2311","3145","01","01","01","01","01","01"
"36","Failure","03","03","404","3005","3409","3004","3408","01","01","01","01","01","01"
"22","Failure","04","04","999","2572","3571","2571","3570","01","01","01","01","01","01"
"29","Failure","05","05","527","3146","3673","3145","3672","01","01","01","01","01","01"
"30","Failure","04","04","485","3571","4056","3570","4055","01","01","01","01","01","01"
"40","Failure","03","03","672","3409","4081","3408","4080","01","01","01","01","01","01"
"38","Failure","05","05","532","3673","4205","3672","4204","01","01","01","01","01","01"
"32","Failure","04","04","626","4056","4682","4055","4681","01","01","01","01","01","01"
"35","Failure","04","04","361","4682","5043","4681","5042","01","01","01","01","01","01"
"41","Failure","04","04","467","5043","5510","5042","5509","01","01","01","01","01","01"
"Makespan using QLearning:","6152.63415129947"
"Total Completion Time:","102795.0"
"Avg Completion Time:","2055.9"
"Total Cost:","61230.0"
"Avg Cost:","1224.6"
"Avg Waiting Time:","1443.6"
"Successful Rate:","0.58"
"Avg CPU Utilization:","2.34238714613619"
"Total Power:","3580785.0"
"Average Ram:","1.0"
