"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"00","SUCCESS","10","10","508","01","509","00","508","01","01","01","01","01","01"
"01","SUCCESS","03","03","445","01","446","00","445","01","01","01","01","01","01"
"02","SUCCESS","03","03","460","446","906","445","905","01","01","01","01","01","01"
"03","SUCCESS","03","03","941","906","1847","905","1846","01","01","01","01","01","01"
"04","SUCCESS","06","06","502","01","503","00","502","01","01","01","01","01","01"
"05","SUCCESS","06","06","842","503","1345","502","1344","01","01","01","01","01","01"
"06","SUCCESS","02","02","1844","01","1845","00","1844","01","01","01","01","01","01"
"07","SUCCESS","06","06","263","1345","1608","1344","1607","01","01","01","01","01","01"
"08","SUCCESS","08","08","775","01","776","00","775","01","01","01","01","01","01"
"09","SUCCESS","07","07","240","01","241","00","240","01","01","01","01","01","01"
"10","Failure","03","03","487","1847","2334","1846","2333","01","01","01","01","01","01"
"11","SUCCESS","09","09","579","01","580","00","579","01","01","01","01","01","01"
"12","SUCCESS","07","07","482","241","723","240","722","01","01","01","01","01","01"
"13","SUCCESS","10","10","786","509","1295","508","1294","01","01","01","01","01","01"
"14","SUCCESS","06","06","148","1608","1756","1607","1755","01","01","01","01","01","01"
"15","SUCCESS","09","09","595","580","1175","579","1174","01","01","01","01","01","01"
"16","SUCCESS","08","08","546","776","1322","775","1321","01","01","01","01","01","01"
"17","SUCCESS","08","08","425","1322","1747","1321","1746","01","01","01","01","01","01"
"18","Failure","08","08","526","1747","2273","1746","2272","01","01","01","01","01","01"
"19","SUCCESS","11","11","535","01","536","00","535","01","01","01","01","01","01"
"20","SUCCESS","07","07","568","723","1291","722","1290","01","01","01","01","01","01"
"21","SUCCESS","05","05","161","01","162","00","161","01","01","01","01","01","01"
"22","SUCCESS","09","09","780","1175","1955","1174","1954","01","01","01","01","01","01"
"23","Failure","06","06","884","1756","2640","1755","2639","01","01","01","01","01","01"
"24","Failure","06","06","614","2640","3254","2639","3253","01","01","01","01","01","01"
"25","SUCCESS","05","05","640","162","802","161","801","01","01","01","01","01","01"
"26","Failure","10","10","1039","1295","2334","1294","2333","01","01","01","01","01","01"
"27","SUCCESS","05","05","657","802","1459","801","1458","01","01","01","01","01","01"
"28","SUCCESS","07","07","235","1291","1526","1290","1525","01","01","01","01","01","01"
"29","SUCCESS","11","11","826","536","1362","535","1361","01","01","01","01","01","01"
"30","SUCCESS","05","05","174","1459","1633","1458","1632","01","01","01","01","01","01"
"31","Failure","09","09","541","1955","2496","1954","2495","01","01","01","01","01","01"
"32","Failure","05","05","973","1633","2606","1632","2605","01","01","01","01","01","01"
"33","SUCCESS","04","04","499","01","500","00","499","01","01","01","01","01","01"
"34","Failure","03","03","902","2334","3236","2333","3235","01","01","01","01","01","01"
"35","Failure","09","09","735","2496","3231","2495","3230","01","01","01","01","01","01"
"36","Failure","10","10","591","2334","2925","2333","2924","01","01","01","01","01","01"
"37","Failure","03","03","563","3236","3799","3235","3798","01","01","01","01","01","01"
"38","Failure","06","06","856","3254","4110","3253","4109","01","01","01","01","01","01"
"39","Failure","05","05","436","2606","3042","2605","3041","01","01","01","01","01","01"
"40","Failure","07","07","801","1526","2327","1525","2326","01","01","01","01","01","01"
"41","Failure","08","08","817","2273","3090","2272","3089","01","01","01","01","01","01"
"42","Failure","03","03","599","3799","4398","3798","4397","01","01","01","01","01","01"
"43","Failure","06","06","609","4110","4719","4109","4718","01","01","01","01","01","01"
"44","Failure","08","08","372","3090","3462","3089","3461","01","01","01","01","01","01"
"45","SUCCESS","04","04","762","500","1262","499","1261","01","01","01","01","01","01"
"46","Failure","06","06","628","4719","5347","4718","5346","01","01","01","01","01","01"
"47","Failure","05","05","968","3042","4010","3041","4009","01","01","01","01","01","01"
"48","Failure","10","10","1053","2925","3978","2924","3977","01","01","01","01","01","01"
"49","Failure","09","09","467","3231","3698","3230","3697","01","01","01","01","01","01"
"Makespan using QLearning:","6109.526389372859"
"Total Completion Time:","104371.0"
"Avg Completion Time:","2087.42"
"Total Cost:","63358.0"
"Avg Cost:","1267.16"
"Avg Waiting Time:","1453.84"
"Successful Rate:","0.56"
"Avg CPU Utilization:","2.186266390614217"
"Total Power:","3705273.0"
"Average Ram:","1.0"
