"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"15","SUCCESS","76","76","122.46","110","232.46","00","122.46","367.38","00.38"
"128","SUCCESS","42","42","124.96","110","234.96","00","124.96","374.87","01.84"
"75","SUCCESS","80","80","137.68","110","247.68","00","137.68","413.04","00.75"
"406","SUCCESS","96","96","160.67","110","270.67","00","160.67","482.02","00.45"
"56","SUCCESS","39","39","196.14","110","306.14","00","196.14","588.42","01.95"
"478","SUCCESS","96","96","54.31","270.67","324.98","160.67","214.98","162.92","00.19"
"152","SUCCESS","85","85","216.75","110","326.75","00","216.75","650.26","03.04"
"79","SUCCESS","56","56","244.53","110","354.53","00","244.53","733.58","01.05"
"341","SUCCESS","20","20","246.04","110","356.04","00","246.04","738.12","00.64"
"110","SUCCESS","101","101","255.82","110","365.82","00","255.82","767.46","09.64"
"14","SUCCESS","05","05","256.93","110","366.93","00","256.93","770.78","00.55"
"218","SUCCESS","35","35","274.37","110","384.37","00","274.37","823.11","00.98"
"90","SUCCESS","60","60","285.06","110","395.06","00","285.06","855.17","00.78"
"16","SUCCESS","83","83","286.81","110","396.81","00","286.81","860.44","00.71"
"02","SUCCESS","63","63","304.39","110","414.39","00","304.39","913.17","02.12"
"114","SUCCESS","06","06","318.9","110","428.9","00","318.9","956.69","01.96"
"17","SUCCESS","44","44","321.88","110","431.88","00","321.88","965.65","00.71"
"225","SUCCESS","80","80","194.12","247.68","441.8","137.68","331.81","582.38","00.38"
"25","SUCCESS","59","59","337.63","110","447.63","00","337.63","1012.9","00.91"
"53","SUCCESS","68","68","338.81","110","448.81","00","338.81","1016.42","01.14"
"172","SUCCESS","89","89","338.84","110","448.84","00","338.84","1016.53","00.72"
"05","SUCCESS","91","91","344.72","110","454.72","00","344.72","1034.17","01.47"
"118","SUCCESS","03","03","356.65","110","466.65","00","356.65","1069.95","05.52"
"50","SUCCESS","82","82","368.27","110","478.27","00","368.27","1104.82","02.03"
"18","SUCCESS","75","75","369.82","110","479.82","00","369.82","1109.45","00.78"
"09","SUCCESS","77","77","371.7","110","481.7","00","371.7","1115.11","17.95"
"33","SUCCESS","27","27","372.76","110","482.76","00","372.76","1118.29","00.93"
"49","SUCCESS","70","70","384.23","110","494.23","00","384.23","1152.7","00.98"
"01","SUCCESS","29","29","390.38","110","500.38","00","390.38","1171.15","01.02"
"30","SUCCESS","24","24","413.51","110","523.51","00","413.51","1240.52","01.01"
"11","SUCCESS","61","61","414.58","110","524.58","00","414.58","1243.74","01.05"
"62","SUCCESS","11","11","425.21","110","535.21","00","425.21","1275.62","00.87"
"456","SUCCESS","34","34","425.69","110","535.69","00","425.69","1277.06","00.87"
"04","SUCCESS","08","08","434.33","110","544.33","00","434.33","1302.99","01.51"
"240","SUCCESS","10","10","442.01","110","552.01","00","442.01","1326.03","03.2"
"52","SUCCESS","32","32","449.98","110","559.98","00","449.98","1349.93","02.37"
"141","SUCCESS","37","37","457.48","110","567.48","00","457.48","1372.44","00.92"
"97","SUCCESS","97","97","461.46","110","571.46","00","461.46","1384.38","03.3"
"46","SUCCESS","17","17","463.07","110","573.07","00","463.07","1389.22","02.75"
"67","SUCCESS","26","26","466.98","110","576.98","00","466.98","1400.94","01.73"
"283","SUCCESS","15","15","474.14","110","584.14","00","474.14","1422.41","02.99"
"109","SUCCESS","100","100","475.78","110","585.78","00","475.78","1427.33","01.24"
"21","SUCCESS","23","23","483.8","110","593.8","00","483.8","1451.4","01.38"
"40","SUCCESS","30","30","489.16","110","599.16","00","489.16","1467.49","01.04"
"80","SUCCESS","45","45","493.88","110","603.88","00","493.88","1481.65","02.38"
"262","SUCCESS","12","12","506.99","110","616.99","00","506.99","1520.96","11.55"
