"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"00","SUCCESS","72","72","166.61","10","176.61","00","166.61","499.83","01.83"
"01","SUCCESS","27","27","558.61","10","568.61","00","558.61","1675.83","01.99"
"02","SUCCESS","30","30","368.15","10","378.15","00","368.15","1104.46","00.85"
"03","SUCCESS","10","10","350.43","10","360.43","00","350.43","1051.29","01.4"
"04","SUCCESS","78","78","615.33","10","625.33","00","615.33","1845.98","07.26"
"05","SUCCESS","82","82","607.02","10","617.02","00","607.02","1821.06","01.64"
"06","SUCCESS","64","64","356.06","10","366.06","00","356.06","1068.19","00.87"
"07","SUCCESS","19","19","491.18","10","501.18","00","491.18","1473.55","07.78"
"08","SUCCESS","53","53","614.56","10","624.56","00","614.56","1843.67","02.55"
"09","SUCCESS","96","96","511.25","10","521.25","00","511.25","1533.74","01.04"
"10","SUCCESS","44","44","1061.18","10","1071.18","00","1061.18","3183.55","03.28"
"11","SUCCESS","40","40","793.33","10","803.33","00","793.33","2380","02.59"
"12","SUCCESS","23","23","572.34","10","582.34","00","572.34","1717.02","04.69"
"13","SUCCESS","21","21","261.12","10","271.12","00","261.12","783.37","00.75"
"14","SUCCESS","60","60","399.23","10","409.23","00","399.23","1197.7","01.41"
"15","SUCCESS","31","31","405.75","10","415.75","00","405.75","1217.26","02.7"
"16","SUCCESS","47","47","471.98","10","481.98","00","471.98","1415.94","02.57"
"17","SUCCESS","77","77","959.28","10","969.28","00","959.28","2877.85","02.05"
"18","SUCCESS","89","89","771.62","10","781.62","00","771.62","2314.87","41.73"
"19","SUCCESS","72","72","813.22","176.61","989.83","166.61","979.83","2439.66","04.8"
"20","SUCCESS","79","79","429.19","10","439.19","00","429.19","1287.57","01.33"
"21","SUCCESS","15","15","966.36","10","976.36","00","966.36","2899.09","09.74"
"22","SUCCESS","58","58","632.8","10","642.8","00","632.8","1898.4","01.46"
"23","SUCCESS","81","81","584.73","10","594.73","00","584.73","1754.18","01.23"
"24","SUCCESS","67","67","555.22","10","565.22","00","555.22","1665.67","02.07"
"25","SUCCESS","06","06","845.36","10","855.36","00","845.36","2536.07","04.98"
"26","SUCCESS","07","07","581.46","10","591.46","00","581.46","1744.37","01.66"
"27","SUCCESS","32","32","666.95","10","676.95","00","666.95","2000.84","02.85"
"28","SUCCESS","28","28","691.37","10","701.37","00","691.37","2074.1","17.37"
"29","SUCCESS","14","14","1045.53","10","1055.53","00","1045.53","3136.6","03.61"
"30","SUCCESS","65","65","568.39","10","578.39","00","568.39","1705.18","09.46"
"31","SUCCESS","20","20","725.34","10","735.34","00","725.34","2176.01","07.69"
"32","SUCCESS","42","42","643.2","10","653.2","00","643.2","1929.59","03.68"
"33","SUCCESS","03","03","334.02","10","344.02","00","334.02","1002.05","00.71"
"34","SUCCESS","82","82","813.64","617.02","1430.66","607.02","1420.66","2440.91","06.93"
"35","SUCCESS","33","33","397.76","10","407.76","00","397.76","1193.27","01.28"
"36","SUCCESS","57","57","159.37","10","169.36","00","159.37","478.1","00.8"
"37","SUCCESS","23","23","346.65","582.34","928.99","572.34","918.99","1039.94","01.71"
"38","SUCCESS","25","25","309.77","10","319.77","00","309.77","929.32","02.28"
"39","SUCCESS","59","59","664.44","10","674.44","00","664.44","1993.33","37.36"
"40","SUCCESS","83","83","755.94","10","765.94","00","755.94","2267.81","02.39"
"41","SUCCESS","32","32","520.6","676.95","1197.55","666.95","1187.55","1561.81","01.31"
"42","SUCCESS","22","22","784.38","10","794.38","00","784.38","2353.15","03.71"
"43","SUCCESS","09","09","727.51","10","737.51","00","727.51","2182.52","01.51"
"44","SUCCESS","30","30","266.11","378.15","644.27","368.15","634.27","798.34","01.08"
"45","SUCCESS","16","16","575.22","10","585.22","00","575.22","1725.66","04.78"
"46","SUCCESS","12","12","1043.04","10","1053.04","00","1043.04","3129.12","11.63"
"47","SUCCESS","85","85","866.97","10","876.97","00","866.97","2600.92","02.25"
"48","SUCCESS","48","48","350.92","10","360.92","00","350.92","1052.75","03.25"
"49","SUCCESS","101","101","925.28","10","935.28","00","925.28","2775.84","15.53"
"50","SUCCESS","101","101","254.66","935.28","1189.94","925.28","1179.94","763.98","01.89"
"51","SUCCESS","43","43","762.32","10","772.32","00","762.32","2286.95","02.38"
"52","SUCCESS","68","68","859.68","10","869.68","00","859.68","2579.05","06.56"
"53","SUCCESS","15","15","523.7","976.36","1500.06","966.36","1490.06","1571.1","09.86"
"54","SUCCESS","54","54","811.19","10","821.19","00","811.19","2433.58","02.42"
"55","SUCCESS","57","57","482.67","169.36","652.04","159.37","642.04","1448.02","01.11"
"56","SUCCESS","95","95","648.28","10","658.28","00","648.28","1944.83","06.67"
"57","SUCCESS","71","71","553.97","10","563.97","00","553.97","1661.91","03.02"
"58","SUCCESS","66","66","435.89","10","445.89","00","435.89","1307.68","02.4"
"59","SUCCESS","13","13","218.73","10","228.73","00","218.73","656.2","00.68"
"60","SUCCESS","37","37","526.59","10","536.59","00","526.59","1579.78","02.87"
"61","SUCCESS","24","24","677.1","10","687.1","00","677.1","2031.29","13.39"
"62","SUCCESS","101","101","917","1189.94","2106.94","1179.94","2096.94","2751","02.16"
"63","SUCCESS","60","60","871.61","409.23","1280.85","399.23","1270.85","2614.84","03.38"
"64","SUCCESS","02","02","1027.05","10","1037.05","00","1027.05","3081.14","24.35"
"65","SUCCESS","65","65","630.9","578.39","1209.3","568.39","1199.3","1892.71","01.96"
"66","SUCCESS","19","19","370.83","501.18","872.01","491.18","862.01","1112.48","01.25"
"67","SUCCESS","09","09","592.45","737.51","1329.96","727.51","1319.96","1777.35","01.43"
"68","SUCCESS","51","51","372.48","10","382.48","00","372.48","1117.44","01.88"
"69","SUCCESS","23","23","435.09","928.99","1364.08","918.99","1354.08","1305.26","06.98"
"70","SUCCESS","47","47","431.95","481.98","913.93","471.98","903.93","1295.85","01.18"
"71","SUCCESS","57","57","618.23","652.04","1270.27","642.04","1260.27","1854.7","03.94"
"72","SUCCESS","22","22","873.89","794.38","1668.27","784.38","1658.27","2621.67","04.74"
"73","SUCCESS","15","15","622.02","1500.06","2122.09","1490.06","2112.09","1866.07","01.68"
"74","SUCCESS","97","97","655.63","10","665.63","00","655.63","1966.89","03.92"
"75","SUCCESS","96","96","745.86","521.25","1267.1","511.25","1257.1","2237.57","01.51"
"76","SUCCESS","50","50","230.24","10","240.24","00","230.24","690.72","00.63"
"77","SUCCESS","73","73","507.86","10","517.86","00","507.86","1523.58","11"
"78","SUCCESS","69","69","444.11","10","454.11","00","444.11","1332.32","01.9"
"79","SUCCESS","42","42","473.26","653.2","1126.46","643.2","1116.46","1419.79","01.39"
"80","SUCCESS","93","93","440.95","10","450.95","00","440.95","1322.86","02.03"
"81","SUCCESS","74","74","533.82","10","543.82","00","533.82","1601.45","03.42"
"82","SUCCESS","35","35","713.05","10","723.05","00","713.05","2139.16","02.36"
"83","SUCCESS","37","37","462.33","536.59","998.92","526.59","988.92","1386.99","00.97"
"84","SUCCESS","06","06","296.4","855.36","1151.75","845.36","1141.75","889.19","00.72"
"85","SUCCESS","61","61","460.8","10","470.8","00","460.8","1382.38","08.12"
"86","SUCCESS","51","51","847.11","382.48","1229.59","372.48","1219.59","2541.34","02.52"
"87","SUCCESS","12","12","362.48","1053.04","1415.52","1043.04","1405.52","1087.44","04.91"
"88","SUCCESS","16","16","710.31","585.22","1295.53","575.22","1285.53","2130.93","01.84"
"89","SUCCESS","81","81","826.91","594.73","1421.63","584.73","1411.63","2480.73","02.37"
"90","SUCCESS","81","81","428.46","1421.63","1850.09","1411.63","1840.09","1285.38","04.52"
"91","SUCCESS","93","93","412.18","450.95","863.13","440.95","853.13","1236.53","01.04"
"92","SUCCESS","60","60","754.48","1280.85","2035.32","1270.85","2025.32","2263.43","01.75"
"93","SUCCESS","05","05","760.01","10","770.01","00","760.01","2280.03","65.49"
"94","SUCCESS","101","101","671.48","2106.94","2778.42","2096.94","2768.42","2014.44","02.18"
"95","SUCCESS","86","86","644.56","10","654.56","00","644.56","1933.67","05.46"
"96","SUCCESS","85","85","738.84","876.97","1615.82","866.97","1605.82","2216.53","21"
"97","SUCCESS","73","73","508.9","517.86","1026.76","507.86","1016.76","1526.7","02.41"
"98","SUCCESS","89","89","403.67","781.62","1185.3","771.62","1175.3","1211.01","02"
"99","SUCCESS","62","62","324.72","10","334.72","00","324.72","974.16","01.01"
"100","SUCCESS","12","12","628.4","1415.52","2043.92","1405.52","2033.92","1885.21","01.56"
"101","SUCCESS","03","03","268.14","344.02","612.16","334.02","602.16","804.42","00.66"
"102","SUCCESS","79","79","801.86","439.19","1241.05","429.19","1231.05","2405.59","11.99"
"103","SUCCESS","54","54","367.86","821.19","1189.05","811.19","1179.05","1103.58","00.77"
"104","SUCCESS","18","18","401.77","10","411.77","00","401.77","1205.31","01.38"
"105","SUCCESS","55","55","957.26","10","967.26","00","957.26","2871.79","02.65"
"106","SUCCESS","23","23","350.85","1364.08","1714.93","1354.08","1704.93","1052.56","02.43"
"107","SUCCESS","29","29","446.5","10","456.5","00","446.5","1339.51","01.18"
"108","SUCCESS","99","99","550.74","10","560.74","00","550.74","1652.23","03.02"
"109","SUCCESS","66","66","620.49","445.89","1066.38","435.89","1056.38","1861.46","03.63"
"110","SUCCESS","83","83","452.11","765.94","1218.05","755.94","1208.05","1356.33","01.02"
"111","SUCCESS","35","35","610.09","723.05","1333.14","713.05","1323.14","1830.27","04.93"
"112","SUCCESS","27","27","747.25","568.61","1315.86","558.61","1305.86","2241.76","02.86"
"113","SUCCESS","97","97","645.01","665.63","1310.64","655.63","1300.64","1935.04","01.28"
"114","SUCCESS","26","26","487.3","10","497.3","00","487.3","1461.9","00.96"
"115","SUCCESS","38","38","396.43","10","406.43","00","396.43","1189.29","01.09"
"116","SUCCESS","37","37","549.04","998.92","1547.96","988.92","1537.96","1647.12","01.92"
"117","SUCCESS","13","13","642.8","228.73","871.54","218.73","861.54","1928.41","06.7"
"118","SUCCESS","89","89","115.12","1185.3","1300.42","1175.3","1290.42","345.36","00.73"
"119","SUCCESS","62","62","604.6","334.72","939.32","324.72","929.32","1813.8","01.35"
"120","SUCCESS","29","29","303.97","456.5","760.48","446.5","750.48","911.92","01.22"
"121","SUCCESS","06","06","508.11","1151.75","1659.86","1141.75","1649.86","1524.33","01.33"
"122","SUCCESS","64","64","424.69","366.06","790.75","356.06","780.75","1274.07","01.86"
"123","SUCCESS","03","03","795.08","612.16","1407.23","602.16","1397.23","2385.23","02.36"
"124","SUCCESS","17","17","596.68","10","606.68","00","596.68","1790.04","32.54"
"125","SUCCESS","80","80","683.48","10","693.48","00","683.48","2050.44","01.64"
"126","SUCCESS","13","13","927.76","871.54","1799.3","861.54","1789.3","2783.29","01.99"
"127","SUCCESS","43","43","313.89","772.32","1086.2","762.32","1076.2","941.67","00.8"
"128","SUCCESS","87","87","528.05","10","538.05","00","528.05","1584.16","03.12"
"129","SUCCESS","90","90","771.5","10","781.5","00","771.5","2314.51","12.78"
"130","SUCCESS","32","32","725.12","1197.55","1922.67","1187.55","1912.67","2175.37","07.16"
"131","SUCCESS","26","26","901.13","497.3","1398.43","487.3","1388.43","2703.4","04.24"
"132","SUCCESS","84","84","572.88","10","582.88","00","572.88","1718.62","01.56"
"133","SUCCESS","85","85","289.79","1615.82","1905.61","1605.82","1895.61","869.37","00.94"
"134","SUCCESS","53","53","573.31","624.56","1197.87","614.56","1187.87","1719.92","01.18"
"135","SUCCESS","47","47","834.67","913.93","1748.6","903.93","1738.6","2504","01.95"
"136","SUCCESS","23","23","287.36","1714.93","2002.28","1704.93","1992.28","862.07","00.82"
"137","SUCCESS","23","23","1030.07","2002.28","3032.36","1992.28","3022.36","3090.22","03.01"
"138","SUCCESS","80","80","486.71","693.48","1180.19","683.48","1170.19","1460.14","01.01"
"139","SUCCESS","90","90","300.87","781.5","1082.38","771.5","1072.38","902.62","00.81"
"140","SUCCESS","21","21","128.34","271.12","399.46","261.12","389.46","385.01","00.34"
"141","SUCCESS","61","61","705.53","470.8","1176.33","460.8","1166.33","2116.59","01.87"
"142","SUCCESS","38","38","628.68","406.43","1035.11","396.43","1025.11","1886.03","02.7"
"143","SUCCESS","30","30","813.33","644.27","1457.6","634.27","1447.6","2439.98","01.8"
"144","SUCCESS","62","62","900.04","939.32","1839.36","929.32","1829.36","2700.12","07.63"
"145","SUCCESS","68","68","543.79","869.68","1413.47","859.68","1403.47","1631.36","04.12"
"146","SUCCESS","13","13","488.98","1799.3","2288.29","1789.3","2278.29","1466.95","09.63"
"147","SUCCESS","30","30","719.99","1457.6","2177.59","1447.6","2167.59","2159.97","02.52"
"148","SUCCESS","37","37","240.77","1547.96","1788.73","1537.96","1778.73","722.31","00.56"
"149","SUCCESS","33","33","942.21","407.76","1349.96","397.76","1339.96","2826.62","01.94"
"150","SUCCESS","73","73","892.53","1026.76","1919.29","1016.76","1909.29","2677.58","14.84"
"151","SUCCESS","93","93","362.83","863.13","1225.96","853.13","1215.96","1088.49","00.96"
"152","SUCCESS","72","72","714.95","989.83","1704.78","979.83","1694.78","2144.86","03.99"
"153","SUCCESS","20","20","555.8","735.34","1291.13","725.34","1281.13","1667.39","01.73"
"154","SUCCESS","48","48","577.04","360.92","937.95","350.92","927.95","1731.11","01.46"
"155","SUCCESS","24","24","661.37","687.1","1348.46","677.1","1338.46","1984.1","01.72"
"156","SUCCESS","27","27","538.53","1315.86","1854.4","1305.86","1844.4","1615.6","01.54"
"157","SUCCESS","06","06","746.03","1659.86","2405.89","1649.86","2395.89","2238.08","02.24"
"158","SUCCESS","69","69","608.03","454.11","1062.14","444.11","1052.14","1824.1","01.77"
"159","SUCCESS","31","31","524.8","415.75","940.56","405.75","930.56","1574.41","02.79"
"160","SUCCESS","27","27","682.69","1854.4","2537.09","1844.4","2527.09","2048.06","03.08"
"161","SUCCESS","77","77","495.86","969.28","1465.14","959.28","1455.14","1487.58","01.01"
"162","SUCCESS","58","58","859.43","642.8","1502.23","632.8","1492.23","2578.3","02.05"
