"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"00","SUCCESS","02","02","352.3","00.2","352.5","00","352.3","1056.91","02.39"
"03","SUCCESS","03","03","562.18","00.2","562.38","00","562.18","1686.53","03.21"
"01","SUCCESS","02","02","557.22","352.5","909.72","352.3","909.52","1671.66","01.88"
"05","SUCCESS","03","03","582.91","562.38","1145.29","562.18","1145.09","1748.73","03.13"
"02","SUCCESS","02","02","893.88","909.72","1803.61","909.52","1803.41","2681.65","01.82"
"06","SUCCESS","03","03","855.42","1145.29","2000.7","1145.09","2000.5","2566.25","17.68"
"09","SUCCESS","03","03","622.84","2000.7","2623.55","2000.5","2623.35","1868.53","02.48"
"04","SUCCESS","02","02","953.18","1803.61","2756.79","1803.41","2756.59","2859.54","02.19"
"10","SUCCESS","03","03","624.74","2623.55","3248.29","2623.35","3248.09","1874.21","01.55"
"07","SUCCESS","02","02","660.49","2756.79","3417.27","2756.59","3417.07","1981.46","08.15"
"14","SUCCESS","03","03","726.38","3248.29","3974.67","3248.09","3974.47","2179.15","02.29"
"08","SUCCESS","02","02","709.54","3417.27","4126.82","3417.07","4126.62","2128.63","05.67"
"15","SUCCESS","03","03","360.1","3974.67","4334.77","3974.47","4334.57","1080.3","02.87"
"11","SUCCESS","02","02","460","4126.82","4586.81","4126.62","4586.61","1379.99","01.69"
"16","SUCCESS","03","03","473.09","4334.77","4807.86","4334.57","4807.66","1419.26","01.05"
"12","SUCCESS","02","02","515.23","4586.81","5102.04","4586.61","5101.84","1545.7","03.31"
"17","SUCCESS","03","03","708.48","4807.86","5516.33","4807.66","5516.13","2125.43","06.11"
"13","SUCCESS","02","02","714.26","5102.04","5816.31","5101.84","5816.11","2142.78","01.66"
"18","SUCCESS","03","03","688.38","5516.33","6204.72","5516.13","6204.52","2065.15","02.25"
"22","SUCCESS","03","03","530.25","6204.72","6734.96","6204.52","6734.76","1590.74","01.2"
"19","SUCCESS","02","02","946.95","5816.31","6763.25","5816.11","6763.05","2840.84","13.6"
"20","SUCCESS","02","02","185.38","6763.25","6948.63","6763.05","6948.43","556.14","03.25"
"23","SUCCESS","03","03","701.63","6734.96","7436.59","6734.76","7436.39","2104.88","01.51"
"21","SUCCESS","02","02","624.59","6948.63","7573.22","6948.43","7573.02","1873.76","01.41"
"25","SUCCESS","03","03","592.78","7436.59","8029.36","7436.39","8029.16","1778.33","02.06"
"24","SUCCESS","02","02","783.26","7573.22","8356.48","7573.02","8356.28","2349.79","12.62"
"27","SUCCESS","03","03","850.67","8029.36","8880.03","8029.16","8879.83","2552","34.92"
"26","SUCCESS","02","02","528.82","8356.48","8885.3","8356.28","8885.1","1586.46","02.32"
"31","SUCCESS","03","03","514.01","8880.03","9394.04","8879.83","9393.84","1542.02","03.19"
"28","SUCCESS","02","02","714.24","8885.3","9599.54","8885.1","9599.34","2142.72","01.4"
"34","SUCCESS","03","03","526.99","9394.04","9921.03","9393.84","9920.83","1580.98","02.27"
"36","SUCCESS","03","03","405.62","9921.03","10326.66","9920.83","10326.46","1216.87","14.45"
"29","SUCCESS","02","02","930.27","9599.54","10529.82","9599.34","10529.61","2790.82","02.06"
"40","SUCCESS","03","03","522.01","10326.66","10848.67","10326.46","10848.47","1566.03","01.24"
"30","SUCCESS","02","02","656.06","10529.82","11185.87","10529.61","11185.67","1968.17","02.9"
"41","SUCCESS","03","03","885.5","10848.67","11734.17","10848.47","11733.97","2656.49","04.26"
"32","SUCCESS","02","02","668.63","11185.87","11854.5","11185.67","11854.3","2005.9","01.59"
"44","SUCCESS","03","03","398.96","11734.17","12133.13","11733.97","12132.93","1196.88","05.31"
"33","SUCCESS","02","02","697.13","11854.5","12551.63","11854.3","12551.43","2091.38","02.14"
"47","SUCCESS","03","03","452.63","12133.13","12585.76","12132.93","12585.56","1357.89","02.04"
"35","SUCCESS","02","02","473.72","12551.63","13025.35","12551.43","13025.15","1421.15","03.32"
"51","SUCCESS","03","03","586.08","12585.76","13171.83","12585.56","13171.63","1758.23","02.18"
"37","SUCCESS","02","02","539.39","13025.35","13564.74","13025.15","13564.54","1618.16","08.61"
"53","SUCCESS","03","03","1050.24","13171.83","14222.07","13171.63","14221.87","3150.71","05.72"
"38","SUCCESS","02","02","858.95","13564.74","14423.68","13564.54","14423.48","2576.84","02.06"
"54","SUCCESS","03","03","514.04","14222.07","14736.11","14221.87","14735.91","1542.12","01.03"
"39","SUCCESS","02","02","389","14423.68","14812.69","14423.48","14812.49","1167.01","00.86"
"42","SUCCESS","02","02","230.65","14812.69","15043.34","14812.49","15043.14","691.96","01.09"
"55","SUCCESS","03","03","407.07","14736.11","15143.18","14735.91","15142.98","1221.22","01.53"
"43","SUCCESS","02","02","393.96","15043.34","15437.31","15043.14","15437.11","1181.89","01.57"
"58","SUCCESS","03","03","305.85","15143.18","15449.03","15142.98","15448.83","917.54","01.8"
"59","SUCCESS","03","03","307.6","15449.03","15756.63","15448.83","15756.43","922.8","00.76"
"45","SUCCESS","02","02","568.42","15437.31","16005.73","15437.11","16005.53","1705.27","08.72"
"60","SUCCESS","03","03","263.09","15756.63","16019.72","15756.43","16019.52","789.28","00.58"
"61","SUCCESS","03","03","712.35","16019.72","16732.07","16019.52","16731.87","2137.04","01.48"
"46","SUCCESS","02","02","1048.9","16005.73","17054.63","16005.53","17054.43","3146.7","02.57"
"48","SUCCESS","02","02","489.88","17054.63","17544.51","17054.43","17544.31","1469.65","05.43"
"64","SUCCESS","03","03","975.27","16732.07","17707.33","16731.87","17707.13","2925.8","02.01"
"49","SUCCESS","02","02","642.67","17544.51","18187.18","17544.31","18186.98","1928.01","01.81"
"65","SUCCESS","03","03","762.08","17707.33","18469.42","17707.13","18469.22","2286.25","03.56"
"50","SUCCESS","02","02","348.79","18187.18","18535.97","18186.98","18535.77","1046.36","00.76"
"52","SUCCESS","02","02","368.37","18535.97","18904.34","18535.77","18904.14","1105.11","00.88"
"70","SUCCESS","03","03","587.58","18469.42","19057","18469.22","19056.8","1762.74","01.46"
"56","SUCCESS","02","02","688.71","18904.34","19593.05","18904.14","19592.85","2066.13","02.08"
"71","SUCCESS","03","03","737.78","19057","19794.78","19056.8","19794.58","2213.33","01.87"
"57","SUCCESS","02","02","482.42","19593.05","20075.47","19592.85","20075.27","1447.26","01.17"
"62","SUCCESS","02","02","405.32","20075.47","20480.78","20075.27","20480.58","1215.95","01.51"
"73","SUCCESS","03","03","778.97","19794.78","20573.74","19794.58","20573.54","2336.9","25.22"
"75","SUCCESS","03","03","437.67","20573.74","21011.42","20573.54","21011.22","1313.02","02.98"
"63","SUCCESS","02","02","817.82","20480.78","21298.61","20480.58","21298.41","2453.47","01.71"
"76","SUCCESS","03","03","520.1","21011.42","21531.51","21011.22","21531.31","1560.29","03.83"
"77","SUCCESS","03","03","201.67","21531.51","21733.18","21531.31","21732.98","605.01","01.55"
"66","SUCCESS","02","02","642.74","21298.61","21941.35","21298.41","21941.15","1928.21","01.83"
"78","SUCCESS","03","03","575.63","21733.18","22308.81","21732.98","22308.61","1726.89","02.26"
"67","SUCCESS","02","02","378.59","21941.35","22319.93","21941.15","22319.73","1135.76","02.68"
"81","SUCCESS","03","03","554.18","22308.81","22862.99","22308.61","22862.79","1662.55","02.62"
"68","SUCCESS","02","02","546.86","22319.93","22866.8","22319.73","22866.6","1640.59","02.15"
"83","SUCCESS","03","03","341.56","22862.99","23204.55","22862.79","23204.35","1024.68","02.24"
"69","SUCCESS","02","02","695.86","22866.8","23562.66","22866.6","23562.46","2087.57","02.4"
"84","SUCCESS","03","03","585.87","23204.55","23790.43","23204.35","23790.23","1757.62","02.12"
"72","SUCCESS","02","02","471.26","23562.66","24033.92","23562.46","24033.72","1413.79","01.53"
"87","SUCCESS","03","03","456.2","23790.43","24246.63","23790.23","24246.43","1368.61","00.97"
"74","SUCCESS","02","02","338.02","24033.92","24371.94","24033.72","24371.74","1014.06","01.89"
"88","SUCCESS","03","03","336.07","24246.63","24582.7","24246.43","24582.5","1008.22","04.36"
"79","SUCCESS","02","02","302.69","24371.94","24674.63","24371.74","24674.43","908.06","01.28"
"93","SUCCESS","03","03","301.26","24582.7","24883.96","24582.5","24883.76","903.77","10.52"
"80","SUCCESS","02","02","432.89","24674.63","25107.52","24674.43","25107.32","1298.67","01.58"
"94","SUCCESS","03","03","523.52","24883.96","25407.48","24883.76","25407.28","1570.56","01.81"
"82","SUCCESS","02","02","588.47","25107.52","25695.98","25107.32","25695.78","1765.4","07.46"
"96","SUCCESS","03","03","471.3","25407.48","25878.78","25407.28","25878.58","1413.91","05.95"
"98","SUCCESS","03","03","202.29","25878.78","26081.07","25878.58","26080.87","606.87","00.66"
"85","SUCCESS","02","02","406.58","25695.98","26102.56","25695.78","26102.36","1219.75","01"
"86","SUCCESS","02","02","498.95","26102.56","26601.52","26102.36","26601.32","1496.85","01.21"
"99","SUCCESS","03","03","972.06","26081.07","27053.13","26080.87","27052.93","2916.19","06.96"
"101","SUCCESS","03","03","214.42","27053.13","27267.55","27052.93","27267.35","643.25","01.33"
"89","SUCCESS","02","02","751.73","26601.52","27353.25","26601.32","27353.05","2255.2","01.56"
"103","SUCCESS","03","03","421.71","27267.55","27689.26","27267.35","27689.06","1265.14","01.05"
"90","SUCCESS","02","02","571.56","27353.25","27924.81","27353.05","27924.61","1714.68","02.54"
"104","SUCCESS","03","03","470.01","27689.26","28159.27","27689.06","28159.07","1410.02","07.73"
"91","SUCCESS","02","02","585.31","27924.81","28510.12","27924.61","28509.92","1755.93","02.01"
"106","SUCCESS","03","03","557.88","28159.27","28717.15","28159.07","28716.95","1673.63","03.14"
"92","SUCCESS","02","02","882.4","28510.12","29392.52","28509.92","29392.32","2647.19","01.76"
