"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"00","SUCCESS","15","15","485.42","10","495.42","00","485.42","1456.26","01.14"
"01","SUCCESS","13","13","237.66","10","247.66","00","237.66","712.99","00.52"
"02","SUCCESS","46","46","948.25","10","958.25","00","948.25","2844.76","03.06"
"03","SUCCESS","61","61","249.19","10","259.19","00","249.19","747.56","00.5"
"04","SUCCESS","73","73","671.55","10","681.55","00","671.55","2014.64","01.58"
"05","SUCCESS","07","07","794.05","10","804.05","00","794.05","2382.16","04.98"
"06","SUCCESS","67","67","1037.67","10","1047.67","00","1037.67","3113.02","02.44"
"07","SUCCESS","80","80","443.22","10","453.22","00","443.22","1329.65","01.34"
"08","SUCCESS","05","05","293.11","10","303.11","00","293.11","879.34","00.68"
"09","SUCCESS","22","22","796.93","10","806.93","00","796.93","2390.8","01.96"
"Makespan using QLearning:","894.8541170262913"
"Total Completion Time:","5957.05"
"Avg Completion Time:","595.705"
"Total Cost:","17871.18"
"Avg Cost:","1787.118"
"Avg Waiting Time:","0.0"
