"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"09","SUCCESS","04","04","298","00.1","298.1","00","298","01","01","01","01","01","01"
"08","SUCCESS","10","10","300","00.1","300.1","00","300","01","01","01","01","01","01"
"02","SUCCESS","11","11","352","00.1","352.1","00","352","01","01","01","01","01","01"
"33","SUCCESS","03","03","408","00.1","408.1","00","408","01","01","01","01","01","01"
"01","SUCCESS","05","05","416","00.1","416.1","00","416","01","01","01","01","01","01"
"00","SUCCESS","07","07","564","00.1","564.1","00","564","01","01","01","01","01","01"
"10","SUCCESS","11","11","243","352.1","595.1","352","595","01","01","01","01","01","01"
"15","SUCCESS","09","09","653","00.1","653.1","00","653","01","01","01","01","01","01"
"03","SUCCESS","08","08","769","00.1","769.1","00","769","01","01","01","01","01","01"
"14","SUCCESS","10","10","475","300.1","775.1","300","775","01","01","01","01","01","01"
"11","SUCCESS","05","05","463","416.1","879.1","416","879","01","01","01","01","01","01"
"20","SUCCESS","09","09","274","653.1","927.1","653","927","01","01","01","01","01","01"
"16","SUCCESS","04","04","631","298.1","929.1","298","929","01","01","01","01","01","01"
"05","SUCCESS","06","06","958","00.1","958.1","00","958","01","01","01","01","01","01"
"04","SUCCESS","07","07","501","564.1","1065.1","564","1065","01","01","01","01","01","01"
"27","SUCCESS","09","09","164","927.1","1091.1","927","1091","01","01","01","01","01","01"
"06","SUCCESS","02","02","1156","00.1","1156.1","00","1156","01","01","01","01","01","01"
"25","SUCCESS","11","11","658","595.1","1253.1","595","1253","01","01","01","01","01","01"
"17","SUCCESS","10","10","678","775.1","1453.1","775","1453","01","01","01","01","01","01"
"19","SUCCESS","02","02","362","1156.1","1518.1","1156","1518","01","01","01","01","01","01"
"13","SUCCESS","05","05","656","879.1","1535.1","879","1535","01","01","01","01","01","01"
"39","SUCCESS","09","09","462","1091.1","1553.1","1091","1553","01","01","01","01","01","01"
"07","SUCCESS","07","07","497","1065.1","1562.1","1065","1562","01","01","01","01","01","01"
"32","SUCCESS","11","11","320","1253.1","1573.1","1253","1573","01","01","01","01","01","01"
"21","SUCCESS","08","08","805","769.1","1574.1","769","1574","01","01","01","01","01","01"
"12","SUCCESS","06","06","734","958.1","1692.1","958","1692","01","01","01","01","01","01"
"22","SUCCESS","05","05","333","1535.1","1868.1","1535","1868","01","01","01","01","01","01"
"34","SUCCESS","11","11","345","1573.1","1918.1","1573","1918","01","01","01","01","01","01"
"23","SUCCESS","04","04","1051","929.1","1980.1","929","1980","01","01","01","01","01","01"
"26","SUCCESS","10","10","622","1453.1","2075.1","1453","2075","01","01","01","01","01","01"
"18","Failure","07","07","692","1562.1","2254.1","1562","2254","01","01","01","01","01","01"
"35","Failure","04","04","356","1980.1","2336.1","1980","2336","01","01","01","01","01","01"
"36","Failure","08","08","773","1574.1","2347.1","1574","2347","01","01","01","01","01","01"
"37","Failure","06","06","704","1692.1","2396.1","1692","2396","01","01","01","01","01","01"
"28","Failure","02","02","949","1518.1","2467.1","1518","2467","01","01","01","01","01","01"
"24","Failure","07","07","337","2254.1","2591.1","2254","2591","01","01","01","01","01","01"
"30","Failure","05","05","798","1868.1","2666.1","1868","2666","01","01","01","01","01","01"
"29","Failure","10","10","720","2075.1","2795.1","2075","2795","01","01","01","01","01","01"
"38","Failure","04","04","776","2336.1","3112.1","2336","3112","01","01","01","01","01","01"
"31","Failure","10","10","1057","2795.1","3852.1","2795","3852","01","01","01","01","01","01"
"Makespan using QLearning:","3455.3149807047216"
"Total Completion Time:","60505.0"
"Avg Completion Time:","1512.625"
"Total Cost:","46620.0"
"Avg Cost:","1165.5"
"Avg Waiting Time:","929.875"
"Successful Rate:","0.75"
"Avg CPU Utilization:","2.0981098109810983"
"Total Power:","2726100.0"
"Average Ram:","1.0"
