"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"00","SUCCESS","116","116","573","15","588","00","573","01","01","01","01","01","01"
"01","SUCCESS","139","139","74","15","89","00","74","01","01","01","01","01","01"
"02","SUCCESS","10","10","1057","15","1072","00","1057","01","01","01","01","01","01"
"03","SUCCESS","22","22","804","15","819","00","804","01","01","01","01","01","01"
"04","SUCCESS","04","04","1405","15","1420","00","1405","01","01","01","01","01","01"
"05","SUCCESS","36","36","860","15","875","00","860","01","01","01","01","01","01"
"06","SUCCESS","63","63","496","15","511","00","496","01","01","01","01","01","01"
"07","SUCCESS","146","146","825","15","840","00","825","01","01","01","01","01","01"
"08","SUCCESS","130","130","847","15","862","00","847","01","01","01","01","01","01"
"09","SUCCESS","80","80","467","15","482","00","467","01","01","01","01","01","01"
"10","SUCCESS","69","69","146","15","161","00","146","01","01","01","01","01","01"
"11","SUCCESS","68","68","515","15","530","00","515","01","01","01","01","01","01"
"12","SUCCESS","38","38","654","15","669","00","654","01","01","01","01","01","01"
"13","SUCCESS","57","57","423","15","438","00","423","01","01","01","01","01","01"
"14","SUCCESS","76","76","423","15","438","00","423","01","01","01","01","01","01"
"15","SUCCESS","93","93","731","15","746","00","731","01","01","01","01","01","01"
"16","SUCCESS","77","77","759","15","774","00","759","01","01","01","01","01","01"
"17","SUCCESS","08","08","1907","15","1922","00","1907","01","01","01","01","01","01"
"18","SUCCESS","17","17","459","15","474","00","459","01","01","01","01","01","01"
"19","Failure","04","04","1425","1420","2845","1405","2830","01","01","01","01","01","01"
"20","SUCCESS","71","71","538","15","553","00","538","01","01","01","01","01","01"
"21","SUCCESS","84","84","608","15","623","00","608","01","01","01","01","01","01"
"22","SUCCESS","51","51","322","15","337","00","322","01","01","01","01","01","01"
"23","SUCCESS","79","79","382","15","397","00","382","01","01","01","01","01","01"
"24","SUCCESS","54","54","463","15","478","00","463","01","01","01","01","01","01"
"25","SUCCESS","25","25","437","15","452","00","437","01","01","01","01","01","01"
"26","SUCCESS","24","24","733","15","748","00","733","01","01","01","01","01","01"
"27","SUCCESS","119","119","404","15","419","00","404","01","01","01","01","01","01"
"28","SUCCESS","77","77","534","774","1308","759","1293","01","01","01","01","01","01"
"29","SUCCESS","99","99","848","15","863","00","848","01","01","01","01","01","01"
"30","SUCCESS","34","34","695","15","710","00","695","01","01","01","01","01","01"
"31","SUCCESS","20","20","410","15","425","00","410","01","01","01","01","01","01"
"32","SUCCESS","48","48","176","15","191","00","176","01","01","01","01","01","01"
"33","SUCCESS","25","25","389","452","841","437","826","01","01","01","01","01","01"
"34","SUCCESS","36","36","571","875","1446","860","1431","01","01","01","01","01","01"
"35","SUCCESS","73","73","785","15","800","00","785","01","01","01","01","01","01"
"36","SUCCESS","13","13","600","15","615","00","600","01","01","01","01","01","01"
