"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"12","SUCCESS","04","04","294","01","295","00","294","01","01","01","01","01","01"
"07","SUCCESS","03","03","424","01","425","00","424","01","01","01","01","01","01"
"05","SUCCESS","06","06","429","01","430","00","429","01","01","01","01","01","01"
"04","SUCCESS","10","10","437","01","438","00","437","01","01","01","01","01","01"
"01","SUCCESS","08","08","491","01","492","00","491","01","01","01","01","01","01"
"17","SUCCESS","04","04","253","295","548","294","547","01","01","01","01","01","01"
"00","SUCCESS","07","07","707","01","708","00","707","01","01","01","01","01","01"
"15","SUCCESS","09","09","738","01","739","00","738","01","01","01","01","01","01"
"06","SUCCESS","05","05","851","01","852","00","851","01","01","01","01","01","01"
"29","SUCCESS","11","11","855","01","856","00","855","01","01","01","01","01","01"
"02","SUCCESS","07","07","172","708","880","707","879","01","01","01","01","01","01"
"24","SUCCESS","04","04","393","548","941","547","940","01","01","01","01","01","01"
"10","SUCCESS","10","10","697","438","1135","437","1134","01","01","01","01","01","01"
"21","SUCCESS","09","09","658","739","1397","738","1396","01","01","01","01","01","01"
"14","SUCCESS","05","05","723","852","1575","851","1574","01","01","01","01","01","01"
"22","SUCCESS","09","09","233","1397","1630","1396","1629","01","01","01","01","01","01"
"03","SUCCESS","02","02","1791","01","1792","00","1791","01","01","01","01","01","01"
"08","SUCCESS","07","07","1014","880","1894","879","1893","01","01","01","01","01","01"
"20","SUCCESS","05","05","336","1575","1911","1574","1910","01","01","01","01","01","01"
"27","SUCCESS","09","09","322","1630","1952","1629","1951","01","01","01","01","01","01"
"11","SUCCESS","10","10","1027","1135","2162","1134","2161","01","01","01","01","01","01"
"23","SUCCESS","05","05","255","1911","2166","1910","2165","01","01","01","01","01","01"
"26","Failure","02","02","752","1792","2544","1791","2543","01","01","01","01","01","01"
"09","Failure","07","07","800","1894","2694","1893","2693","01","01","01","01","01","01"
"28","Failure","05","05","699","2166","2865","2165","2864","01","01","01","01","01","01"
"13","Failure","10","10","734","2162","2896","2161","2895","01","01","01","01","01","01"
"25","Failure","10","10","326","2896","3222","2895","3221","01","01","01","01","01","01"
"16","Failure","07","07","691","2694","3385","2693","3384","01","01","01","01","01","01"
"18","Failure","07","07","498","3385","3883","3384","3882","01","01","01","01","01","01"
"19","Failure","07","07","634","3883","4517","3882","4516","01","01","01","01","01","01"
"Makespan using QLearning:","3548.6297375656814"
"Total Completion Time:","51194.0"
"Avg Completion Time:","1706.4666666666667"
"Total Cost:","36468.0"
"Avg Cost:","1215.6"
"Avg Waiting Time:","1098.6666666666667"
"Successful Rate:","0.7333333333333333"
"Avg CPU Utilization:","2.3317135549872123"
"Total Power:","2132208.0"
"Average Ram:","1.0"
