"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"06","SUCCESS","06","06","203","11","214","00","203","01","01","01","01","01","01"
"10","SUCCESS","05","05","285","11","296","00","285","01","01","01","01","01","01"
"05","SUCCESS","07","07","291","11","302","00","291","01","01","01","01","01","01"
"25","SUCCESS","10","10","326","11","337","00","326","01","01","01","01","01","01"
"01","SUCCESS","03","03","486","11","497","00","486","01","01","01","01","01","01"
"07","SUCCESS","09","09","488","11","499","00","488","01","01","01","01","01","01"
"13","SUCCESS","11","11","734","11","745","00","734","01","01","01","01","01","01"
"00","SUCCESS","08","08","784","11","795","00","784","01","01","01","01","01","01"
"14","SUCCESS","06","06","641","214","855","203","844","01","01","01","01","01","01"
"20","SUCCESS","06","06","120","855","975","844","964","01","01","01","01","01","01"
"15","SUCCESS","11","11","338","745","1083","734","1072","01","01","01","01","01","01"
"17","SUCCESS","05","05","791","296","1087","285","1076","01","01","01","01","01","01"
"28","SUCCESS","10","10","751","337","1088","326","1077","01","01","01","01","01","01"
"21","SUCCESS","09","09","658","499","1157","488","1146","01","01","01","01","01","01"
"08","SUCCESS","07","07","1014","302","1316","291","1305","01","01","01","01","01","01"
"03","SUCCESS","03","03","841","497","1338","486","1327","01","01","01","01","01","01"
"09","SUCCESS","08","08","844","795","1639","784","1628","01","01","01","01","01","01"
"12","SUCCESS","08","08","74","1639","1713","1628","1702","01","01","01","01","01","01"
"11","SUCCESS","07","07","551","1316","1867","1305","1856","01","01","01","01","01","01"
"19","SUCCESS","03","03","546","1338","1884","1327","1873","01","01","01","01","01","01"
"02","SUCCESS","02","02","2022","11","2033","00","2022","01","01","01","01","01","01"
"04","Failure","02","02","204","2033","2237","2022","2226","01","01","01","01","01","01"
"29","Failure","07","07","584","1867","2451","1856","2440","01","01","01","01","01","01"
"23","Failure","08","08","1044","1713","2757","1702","2746","01","01","01","01","01","01"
"24","Failure","08","08","402","2757","3159","2746","3148","01","01","01","01","01","01"
"26","Failure","08","08","522","3159","3681","3148","3670","01","01","01","01","01","01"
"16","Failure","02","02","1623","2237","3860","2226","3849","01","01","01","01","01","01"
"18","Failure","02","02","844","3860","4704","3849","4693","01","01","01","01","01","01"
"22","Failure","02","02","563","4704","5267","4693","5256","01","01","01","01","01","01"
"27","Failure","02","02","486","5267","5753","5256","5742","01","01","01","01","01","01"
"Makespan using QLearning:","3679.132736266712"
"Total Completion Time:","55259.0"
"Avg Completion Time:","1841.9666666666667"
"Total Cost:","38120.0"
"Avg Cost:","1270.6666666666667"
"Avg Waiting Time:","1206.6333333333334"
"Successful Rate:","0.7"
"Avg CPU Utilization:","Infinity"
"Total Power:","2228967.0"
"Average Ram:","1.0"
