"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"02","SUCCESS","03","03","511.95","02.2","514.15","00","511.95","1535.86","01.87"
"00","SUCCESS","02","02","927.59","02.2","929.79","00","927.59","2782.78","03.96"
"03","SUCCESS","03","03","657.88","514.15","1172.03","511.95","1169.83","1973.63","01.91"
"01","SUCCESS","02","02","653.99","929.79","1583.79","927.59","1581.59","1961.98","13.02"
"04","SUCCESS","03","03","647.88","1172.03","1819.92","1169.83","1817.72","1943.65","02.34"
"06","SUCCESS","02","02","947.55","1583.79","2531.34","1581.59","2529.14","2842.65","02.04"
"05","SUCCESS","03","03","833.54","1819.92","2653.45","1817.72","2651.25","2500.61","08.06"
"07","SUCCESS","03","03","678.23","2653.45","3331.68","2651.25","3329.48","2034.68","03.48"
"10","SUCCESS","02","02","829.04","2531.34","3360.38","2529.14","3358.18","2487.12","15.99"
"12","SUCCESS","02","02","380.27","3360.38","3740.64","3358.18","3738.45","1140.81","01.29"
"08","SUCCESS","03","03","472.85","3331.68","3804.53","3329.48","3802.33","1418.55","01.72"
"15","SUCCESS","02","02","504.55","3740.64","4245.19","3738.45","4242.99","1513.65","01.8"
"09","SUCCESS","03","03","673.93","3804.53","4478.46","3802.33","4476.26","2021.8","02.04"
"11","SUCCESS","03","03","585.59","4478.46","5064.06","4476.26","5061.86","1756.78","01.52"
"16","SUCCESS","02","02","1080.76","4245.19","5325.95","4242.99","5323.75","3242.27","06.33"
"13","SUCCESS","03","03","465.52","5064.06","5529.57","5061.86","5527.37","1396.55","04.95"
"18","SUCCESS","02","02","654.54","5325.95","5980.49","5323.75","5978.29","1963.62","01.28"
"14","SUCCESS","03","03","661.99","5529.57","6191.56","5527.37","6189.36","1985.96","01.61"
"17","SUCCESS","03","03","585.45","6191.56","6777.01","6189.36","6774.81","1756.35","02.11"
"19","SUCCESS","02","02","913.58","5980.49","6894.07","5978.29","6891.87","2740.74","01.94"
"Makespan using QLearning:","6633.347082343577"
"Total Completion Time:","75884.07"
"Avg Completion Time:","3794.2035000000005"
"Total Cost:","41000.03999999999"
"Avg Cost:","2050.0019999999995"
"Avg Waiting Time:","3110.8695000000002"
