"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"07","SUCCESS","05","05","236.51","11","247.51","00","236.51","709.52","01.67"
"15","SUCCESS","08","08","269.71","11","280.71","00","269.71","809.12","00.98"
"17","SUCCESS","09","09","447.61","11","458.61","00","447.61","1342.84","00.95"
"27","SUCCESS","03","03","480.09","11","491.09","00","480.09","1440.26","01.01"
"11","SUCCESS","07","07","529.7","11","540.7","00","529.7","1589.11","01.4"
"01","SUCCESS","04","04","585.23","11","596.23","00","585.23","1755.69","24.09"
"08","SUCCESS","10","10","627.37","11","638.37","00","627.37","1882.1","04.37"
"03","SUCCESS","11","11","630.57","11","641.57","00","630.57","1891.72","09.71"
"09","SUCCESS","05","05","505.99","247.51","753.5","236.51","742.5","1517.97","04.16"
"00","SUCCESS","06","06","822.7","11","833.7","00","822.7","2468.09","01.81"
"46","SUCCESS","09","09","421.91","458.61","880.52","447.61","869.52","1265.72","01.13"
"02","SUCCESS","02","02","986.83","11","997.83","00","986.83","2960.49","03.59"
"29","SUCCESS","10","10","394.68","638.37","1033.04","627.37","1022.04","1184.03","01.04"
"34","SUCCESS","03","03","548.97","491.09","1040.06","480.09","1029.06","1646.91","01.23"
"06","SUCCESS","11","11","454.94","641.57","1096.52","630.57","1085.52","1364.83","00.94"
"16","SUCCESS","07","07","568.34","540.7","1109.04","529.7","1098.04","1705.02","02.61"
"53","SUCCESS","09","09","280.72","880.52","1161.24","869.52","1150.24","842.17","00.79"
"22","SUCCESS","08","08","953.55","280.71","1234.26","269.71","1223.26","2860.66","04.36"
"26","SUCCESS","02","02","245.78","997.83","1243.61","986.83","1232.61","737.35","01.09"
"44","SUCCESS","03","03","459.93","1040.06","1499.99","1029.06","1488.99","1379.79","00.95"
"10","SUCCESS","04","04","905.43","596.23","1501.66","585.23","1490.66","2716.28","03.24"
"78","SUCCESS","09","09","399.88","1161.24","1561.12","1150.24","1550.12","1199.63","00.8"
"28","SUCCESS","08","08","334.69","1234.26","1568.96","1223.26","1557.96","1004.08","00.68"
"32","SUCCESS","10","10","537.95","1033.04","1570.99","1022.04","1559.99","1613.86","02.51"
"12","SUCCESS","05","05","827.68","753.5","1581.18","742.5","1570.18","2483.04","01.96"
"04","SUCCESS","06","06","793.55","833.7","1627.24","822.7","1616.24","2380.64","01.76"
"106","SUCCESS","09","09","157.77","1561.12","1718.89","1550.12","1707.89","473.32","01.19"
"23","SUCCESS","07","07","693.03","1109.04","1802.08","1098.04","1791.08","2079.1","02.29"
"41","SUCCESS","02","02","581.22","1243.61","1824.84","1232.61","1813.84","1743.67","01.93"
"05","SUCCESS","06","06","252.9","1627.24","1880.14","1616.24","1869.14","758.69","00.99"
"18","SUCCESS","04","04","446.83","1501.66","1948.49","1490.66","1937.49","1340.49","00.96"
"54","SUCCESS","03","03","523.02","1499.99","2023.01","1488.99","2012.01","1569.05","08.58"
"13","SUCCESS","11","11","940.35","1096.52","2036.86","1085.52","2025.86","2821.03","08.24"
"35","SUCCESS","10","10","567.02","1570.99","2138.01","1559.99","2127.01","1701.05","01.55"
"24","SUCCESS","11","11","157.24","2036.86","2194.1","2025.86","2183.1","471.72","00.36"
"31","SUCCESS","08","08","697.14","1568.96","2266.09","1557.96","2255.09","2091.42","07.21"
"63","SUCCESS","03","03","342.72","2023.01","2365.72","2012.01","2354.72","1028.16","01.79"
"14","SUCCESS","05","05","810.9","1581.18","2392.07","1570.18","2381.07","2432.69","02.46"
"72","SUCCESS","03","03","117.09","2365.72","2482.82","2354.72","2471.82","351.28","00.59"
"25","SUCCESS","11","11","304.88","2194.1","2498.98","2183.1","2487.98","914.64","00.76"
"47","SUCCESS","02","02","687.4","1824.84","2512.24","1813.84","2501.24","2062.2","02.5"
"19","SUCCESS","04","04","588.95","1948.49","2537.43","1937.49","2526.43","1766.84","01.24"
"59","SUCCESS","02","02","41.66","2512.24","2553.89","2501.24","2542.89","124.97","00.17"
"118","SUCCESS","09","09","913.73","1718.89","2632.62","1707.89","2621.62","2741.19","02.71"
