"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"09","SUCCESS","09","09","218","11","229","00","218","01","01","01","01","01","01"
"07","SUCCESS","07","07","329","11","340","00","329","01","01","01","01","01","01"
"03","SUCCESS","10","10","418","11","429","00","418","01","01","01","01","01","01"
"02","SUCCESS","06","06","505","11","516","00","505","01","01","01","01","01","01"
"00","SUCCESS","04","04","613","11","624","00","613","01","01","01","01","01","01"
"04","SUCCESS","11","11","704","11","715","00","704","01","01","01","01","01","01"
"19","SUCCESS","08","08","772","11","783","00","772","01","01","01","01","01","01"
"10","SUCCESS","10","10","512","429","941","418","930","01","01","01","01","01","01"
"08","SUCCESS","06","06","520","516","1036","505","1025","01","01","01","01","01","01"
"05","SUCCESS","04","04","552","624","1176","613","1165","01","01","01","01","01","01"
"11","SUCCESS","10","10","458","941","1399","930","1388","01","01","01","01","01","01"
"01","SUCCESS","02","02","1498","11","1509","00","1498","01","01","01","01","01","01"
"14","SUCCESS","06","06","479","1036","1515","1025","1504","01","01","01","01","01","01"
"06","SUCCESS","02","02","595","1509","2104","1498","2093","01","01","01","01","01","01"
"18","SUCCESS","10","10","790","1399","2189","1388","2178","01","01","01","01","01","01"
"12","Failure","02","02","254","2104","2358","2093","2347","01","01","01","01","01","01"
"13","Failure","02","02","794","2358","3152","2347","3141","01","01","01","01","01","01"
"15","Failure","02","02","538","3152","3690","3141","3679","01","01","01","01","01","01"
"16","Failure","02","02","302","3690","3992","3679","3981","01","01","01","01","01","01"
"17","Failure","02","02","526","3992","4518","3981","4507","01","01","01","01","01","01"
"Makespan using QLearning:","4765.952594266182"
"Total Completion Time:","32995.0"
"Avg Completion Time:","1649.75"
"Total Cost:","22754.0"
"Avg Cost:","1137.7"
"Avg Waiting Time:","1080.9"
"Successful Rate:","0.75"
"Avg CPU Utilization:","2.3652806652806655"
"Total Power:","1330173.0"
"Average Ram:","1.0"
