"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","RAM Utilization1","RAM Utilization2","RAM Utilization3","RAM Utilization4","RAM Utilization5","RAM Utilization6"
"00","SUCCESS","74","74","745","20","765","00","745","01","01","01","01","01","01"
"01","SUCCESS","38","38","677","20","697","00","677","01","01","01","01","01","01"
"02","SUCCESS","201","201","600","20","620","00","600","01","01","01","01","01","01"
"03","SUCCESS","08","08","1796","20","1816","00","1796","01","01","01","01","01","01"
"04","SUCCESS","121","121","576","20","596","00","576","01","01","01","01","01","01"
"05","SUCCESS","21","21","1415","20","1435","00","1415","01","01","01","01","01","01"
"06","SUCCESS","95","95","491","20","511","00","491","01","01","01","01","01","01"
"07","SUCCESS","157","157","467","20","487","00","467","01","01","01","01","01","01"
"08","SUCCESS","159","159","220","20","240","00","220","01","01","01","01","01","01"
"09","SUCCESS","50","50","532","20","552","00","532","01","01","01","01","01","01"
"10","SUCCESS","145","145","385","20","405","00","385","01","01","01","01","01","01"
"11","SUCCESS","126","126","390","20","410","00","390","01","01","01","01","01","01"
"12","SUCCESS","147","147","622","20","642","00","622","01","01","01","01","01","01"
"13","SUCCESS","148","148","674","20","694","00","674","01","01","01","01","01","01"
"14","SUCCESS","178","178","485","20","505","00","485","01","01","01","01","01","01"
"15","SUCCESS","121","121","526","596","1122","576","1102","01","01","01","01","01","01"
"16","SUCCESS","102","102","419","20","439","00","419","01","01","01","01","01","01"
"17","SUCCESS","76","76","528","20","548","00","528","01","01","01","01","01","01"
"18","SUCCESS","31","31","946","20","966","00","946","01","01","01","01","01","01"
"19","SUCCESS","188","188","804","20","824","00","804","01","01","01","01","01","01"
"20","SUCCESS","14","14","337","20","357","00","337","01","01","01","01","01","01"
"21","SUCCESS","27","27","844","20","864","00","844","01","01","01","01","01","01"
"22","SUCCESS","150","150","988","20","1008","00","988","01","01","01","01","01","01"
"23","SUCCESS","110","110","1019","20","1039","00","1019","01","01","01","01","01","01"
"24","SUCCESS","164","164","553","20","573","00","553","01","01","01","01","01","01"
"25","SUCCESS","92","92","910","20","930","00","910","01","01","01","01","01","01"
"26","SUCCESS","144","144","677","20","697","00","677","01","01","01","01","01","01"
"27","SUCCESS","150","150","182","1008","1190","988","1170","01","01","01","01","01","01"
"28","SUCCESS","56","56","282","20","302","00","282","01","01","01","01","01","01"
"29","SUCCESS","64","64","295","20","315","00","295","01","01","01","01","01","01"
"30","SUCCESS","40","40","563","20","583","00","563","01","01","01","01","01","01"
"31","SUCCESS","16","16","1052","20","1072","00","1052","01","01","01","01","01","01"
"32","SUCCESS","35","35","751","20","771","00","751","01","01","01","01","01","01"
"33","SUCCESS","15","15","880","20","900","00","880","01","01","01","01","01","01"
