"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"06","SUCCESS","07","07","328.56","55","383.56","00","328.56","985.69","00.72"
"08","SUCCESS","41","41","401.62","55","456.62","00","401.62","1204.85","00.91"
"02","SUCCESS","49","49","410.97","55","465.97","00","410.97","1232.91","02.01"
"00","SUCCESS","47","47","658.54","55","713.54","00","658.54","1975.62","01.97"
"05","SUCCESS","32","32","686.6","55","741.6","00","686.6","2059.79","05.94"
"01","SUCCESS","31","31","807.42","55","862.42","00","807.42","2422.25","07.76"
"04","SUCCESS","18","18","839.23","55","894.23","00","839.23","2517.68","03.05"
"03","SUCCESS","25","25","900.04","55","955.04","00","900.04","2700.12","03.18"
"07","SUCCESS","18","18","659.72","894.23","1553.95","839.23","1498.95","1979.16","03.06"
"09","SUCCESS","18","18","543.31","1553.95","2097.25","1498.95","2042.25","1629.92","01.09"
"Makespan using QLearning:","2162.959863949064"
"Total Completion Time:","8574.18"
"Avg Completion Time:","857.418"
"Total Cost:","18707.989999999998"
"Avg Cost:","1870.7989999999998"
"Avg Waiting Time:","233.81800000000004"
