"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"00","SUCCESS","04","04","529.63","05","534.63","00","529.63","1588.89","01.69"
"01","SUCCESS","13","13","709.29","05","714.29","00","709.29","2127.88","01.44"
"02","SUCCESS","23","23","536.4","05","541.4","00","536.4","1609.2","01.89"
"03","SUCCESS","32","32","583.45","05","588.45","00","583.45","1750.34","01.69"
"04","SUCCESS","35","35","281.91","05","286.91","00","281.91","845.74","00.64"
"05","SUCCESS","25","25","257.06","05","262.06","00","257.06","771.19","00.61"
"06","SUCCESS","23","23","726.65","541.4","1268.05","536.4","1263.05","2179.96","01.87"
"07","SUCCESS","20","20","530.19","05","535.19","00","530.19","1590.56","01.98"
"08","SUCCESS","24","24","451.42","05","456.42","00","451.42","1354.25","01.09"
"09","SUCCESS","09","09","936.92","05","941.92","00","936.92","2810.77","08.12"
"Makespan using QLearning:","1650.8660948402376"
"Total Completion Time:","6079.32"
"Avg Completion Time:","607.932"
"Total Cost:","16628.78"
"Avg Cost:","1662.878"
"Avg Waiting Time:","53.64"
