"Cloudlet ID","Status","Data center ID","VM ID","Time","Start Time","Finish Time","Waiting","Completion","Cost","CPU Utilization"
"39","SUCCESS","34","34","151.08","55","206.08","00","151.08","453.25","00.36"
"165","SUCCESS","36","36","197.72","55","252.72","00","197.72","593.16","00.85"
"43","SUCCESS","24","24","228.68","55","283.68","00","228.68","686.04","00.93"
"25","SUCCESS","35","35","233.29","55","288.29","00","233.29","699.87","00.68"
"187","SUCCESS","40","40","258.49","55","313.49","00","258.49","775.47","06.04"
"20","SUCCESS","04","04","372.28","55","427.28","00","372.28","1116.85","00.83"
"154","SUCCESS","45","45","372.51","55","427.51","00","372.51","1117.53","01.07"
"136","SUCCESS","27","27","382.43","55","437.43","00","382.43","1147.3","01.01"
"19","SUCCESS","50","50","384.01","55","439.01","00","384.01","1152.03","01.62"
"64","SUCCESS","28","28","387.97","55","442.97","00","387.97","1163.91","02.69"
"30","SUCCESS","33","33","393.89","55","448.89","00","393.89","1181.67","02.01"
"11","SUCCESS","51","51","417.53","55","472.53","00","417.53","1252.6","00.87"
"59","SUCCESS","46","46","467.1","55","522.1","00","467.1","1401.31","01.79"
"121","SUCCESS","49","49","487.17","55","542.17","00","487.17","1461.52","01.2"
"126","SUCCESS","28","28","103.11","442.97","546.08","387.97","491.08","309.33","00.35"
"23","SUCCESS","08","08","503.08","55","558.08","00","503.08","1509.25","02.25"
"06","SUCCESS","12","12","503.72","55","558.72","00","503.72","1511.17","03.15"
"16","SUCCESS","23","23","508.98","55","563.98","00","508.98","1526.93","01.6"
"67","SUCCESS","05","05","517.21","55","572.21","00","517.21","1551.64","01.08"
"184","SUCCESS","36","36","323.38","252.72","576.1","197.72","521.1","970.15","01.25"
"58","SUCCESS","35","35","289.45","288.29","577.74","233.29","522.74","868.35","05.07"
"12","SUCCESS","26","26","528.12","55","583.12","00","528.12","1584.37","01.66"
"10","SUCCESS","41","41","533.88","55","588.88","00","533.88","1601.64","02.03"
"31","SUCCESS","10","10","542.09","55","597.09","00","542.09","1626.28","01.77"
"133","SUCCESS","02","02","546.29","55","601.29","00","546.29","1638.88","52.55"
"00","SUCCESS","18","18","555.99","55","610.99","00","555.99","1667.98","02.07"
"71","SUCCESS","22","22","558.74","55","613.74","00","558.74","1676.22","24.76"
"143","SUCCESS","21","21","560.64","55","615.64","00","560.64","1681.91","10.38"
"90","SUCCESS","47","47","572.18","55","627.18","00","572.18","1716.53","05.24"
"33","SUCCESS","19","19","577.38","55","632.38","00","577.38","1732.15","01.55"
"54","SUCCESS","39","39","583.68","55","638.68","00","583.68","1751.05","01.35"
"139","SUCCESS","27","27","201.4","437.43","638.83","382.43","583.83","604.19","01.76"
"03","SUCCESS","43","43","587.3","55","642.3","00","587.3","1761.9","01.37"
"08","SUCCESS","48","48","599.67","55","654.67","00","599.67","1799.02","01.35"
"61","SUCCESS","15","15","604.55","55","659.56","00","604.55","1813.66","01.25"
"116","SUCCESS","17","17","605.16","55","660.16","00","605.16","1815.48","01.33"
"09","SUCCESS","20","20","624.96","55","679.96","00","624.96","1874.87","01.23"
"04","SUCCESS","09","09","632.42","55","687.42","00","632.42","1897.26","01.4"
"57","SUCCESS","30","30","634.17","55","689.17","00","634.17","1902.51","03.99"
"07","SUCCESS","38","38","636.42","55","691.43","00","636.42","1909.27","02.59"
"42","SUCCESS","25","25","637.52","55","692.52","00","637.52","1912.57","02.09"
"60","SUCCESS","35","35","148.3","577.74","726.04","522.74","671.04","444.91","00.48"
"26","SUCCESS","06","06","677.61","55","732.61","00","677.61","2032.82","01.55"
"37","SUCCESS","44","44","704.19","55","759.19","00","704.19","2112.57","03.18"
"155","SUCCESS","07","07","730.5","55","785.5","00","730.5","2191.51","08.44"
"96","SUCCESS","46","46","270.44","522.1","792.55","467.1","737.55","811.33","00.58"
"94","SUCCESS","47","47","203.62","627.18","830.8","572.18","775.8","610.86","00.43"
"18","SUCCESS","32","32","777.36","55","832.36","00","777.36","2332.08","04.38"
"156","SUCCESS","04","04","414.23","427.28","841.52","372.28","786.52","1242.7","01.57"
"01","SUCCESS","03","03","790.45","55","845.45","00","790.45","2371.34","01.58"
"29","SUCCESS","37","37","804.46","55","859.46","00","804.46","2413.37","05.24"
"88","SUCCESS","14","14","820.16","55","875.16","00","820.16","2460.49","02.78"
"36","SUCCESS","13","13","832.24","55","887.24","00","832.24","2496.72","01.86"
"13","SUCCESS","48","48","253.31","654.67","907.98","599.67","852.98","759.93","00.64"
